InvoiceNumber,EquipID,InvoiceDate
INV-12664,1666,2023-04-29
INV-12665,2298,2023-07-06
INV-12666,970,2023-02-10
INV-12667,1282,2023-01-01
INV-12668,3868,2023-01-26
INV-12669,1851,2023-08-08
INV-12670,4506,2023-03-20
INV-12671,2442,2023-04-19
INV-12672,1647,2023-04-15
INV-12673,3925,2023-03-07
INV-12674,2527,2023-04-08
INV-12675,4173,2023-10-27
INV-12676,4672,2023-02-13
INV-12677,3130,2023-02-01
INV-12678,5370,2023-12-19
INV-12679,65,2023-07-29
INV-12680,2155,2023-12-29
INV-12681,1841,2023-10-22
INV-12682,1244,2023-04-22
INV-12683,1903,2023-02-27
INV-12684,4198,2023-07-11
INV-12685,5082,2023-08-18
INV-12686,5834,2023-11-11
INV-12687,389,2023-01-21
INV-12688,3514,2023-09-21
INV-12689,1172,2023-07-31
INV-12690,4579,2023-12-24
INV-12691,5622,2023-12-19
INV-12692,4031,2023-07-03
INV-12693,3829,2023-09-09
INV-12694,2186,2023-02-07
INV-12695,3605,2023-09-29
INV-12696,4611,2023-02-07
INV-12697,2755,2023-05-16
INV-12698,2166,2023-08-08
INV-12699,2834,2023-03-06
INV-12700,4240,2023-06-20
INV-12701,5485,2023-07-26
INV-12702,4577,2023-07-18
INV-12703,965,2023-10-31
INV-12704,644,2023-10-27
INV-12705,5254,2023-08-04
INV-12706,4253,2023-11-29
INV-12707,4734,2023-07-06
INV-12708,963,2023-04-23
INV-12709,2124,2023-10-02
INV-12710,2146,2023-06-11
INV-12711,2020,2023-04-27
INV-12712,2791,2023-02-11
INV-12713,379,2023-11-19
INV-12714,5797,2023-12-03
INV-12715,4179,2023-02-08
INV-12716,1869,2023-08-24
INV-12717,1816,2023-01-01
INV-12718,3948,2023-09-30
INV-12719,5191,2023-05-29
INV-12720,4918,2023-07-31
INV-12721,3836,2023-07-12
INV-12722,2210,2023-01-18
INV-12723,2382,2023-07-20
INV-12724,4867,2023-12-18
INV-12725,5762,2023-09-12
INV-12726,4208,2023-08-23
INV-12727,5944,2023-08-14
INV-12728,2192,2023-04-29
INV-12729,1013,2023-01-14
INV-12730,2449,2023-03-27
INV-12731,4923,2023-06-02
INV-12732,4466,2023-05-07
INV-12733,1916,2023-03-30
INV-12734,5013,2023-12-07
INV-12735,2404,2023-01-16
INV-12736,104,2023-07-15
INV-12737,93,2023-04-26
INV-12738,3022,2023-09-06
INV-12739,156,2023-06-28
INV-12740,4871,2023-10-13
INV-12741,5195,2023-10-15
INV-12742,3355,2023-01-14
INV-12743,1554,2023-09-27
INV-12744,2019,2023-12-15
INV-12745,5074,2023-07-26
INV-12746,5653,2023-10-26
INV-12747,603,2023-10-21
INV-12748,4005,2023-05-28
INV-12749,2006,2023-09-08
INV-12750,1723,2023-06-10
INV-12751,2777,2023-11-28
INV-12752,1581,2023-04-02
INV-12753,534,2023-05-24
INV-12754,2701,2023-04-04
INV-12755,3941,2023-03-15
INV-12756,5095,2023-11-19
INV-12757,4585,2023-09-02
INV-12758,3385,2023-01-29
INV-12759,4791,2023-11-25
INV-12760,2050,2023-09-29
INV-12761,3714,2023-04-27
INV-12762,5348,2023-01-22
INV-12763,5167,2023-05-12
INV-12764,1710,2023-05-29
INV-12765,5180,2023-02-05
INV-12766,617,2023-03-12
INV-12767,1138,2023-05-28
INV-12768,94,2023-07-31
INV-12769,5933,2023-06-26
INV-12770,4308,2023-07-12
INV-12771,4095,2023-07-28
INV-12772,2980,2023-10-05
INV-12773,868,2023-12-12
INV-12774,602,2023-03-08
INV-12775,2654,2023-07-17
INV-12776,225,2023-10-08
INV-12777,2951,2023-02-02
INV-12778,2981,2023-10-16
INV-12779,2165,2023-03-31
INV-12780,5226,2023-06-14
INV-12781,849,2023-01-04
INV-12782,69,2023-08-18
INV-12783,1440,2023-03-14
INV-12784,4090,2023-04-02
INV-12785,3250,2023-09-11
INV-12786,547,2023-03-19
INV-12787,739,2023-12-06
INV-12788,5356,2023-08-07
INV-12789,1855,2023-07-16
INV-12790,3334,2023-09-26
INV-12791,2371,2023-03-31
INV-12792,203,2023-05-25
INV-12793,2724,2023-09-16
INV-12794,4446,2023-01-05
INV-12795,2679,2023-01-09
INV-12796,5405,2023-07-10
INV-12797,3235,2023-07-18
INV-12798,5098,2023-12-01
INV-12799,4194,2023-02-13
INV-12800,1432,2023-12-28
INV-12801,4021,2023-03-27
INV-12802,160,2023-01-19
INV-12803,2127,2023-03-11
INV-12804,4771,2023-11-01
INV-12805,1163,2023-07-16
INV-12806,5390,2023-11-09
INV-12807,1561,2023-07-16
INV-12808,1304,2023-11-30
INV-12809,647,2023-01-28
INV-12810,1517,2023-08-08
INV-12811,3650,2023-06-25
INV-12812,5267,2023-11-02
INV-12813,1214,2023-01-25
INV-12814,5335,2023-03-11
INV-12815,433,2023-06-23
INV-12816,2530,2023-04-27
INV-12817,1170,2023-05-20
INV-12818,3603,2023-07-13
INV-12819,3351,2023-10-10
INV-12820,640,2023-11-30
INV-12821,3367,2023-05-31
INV-12822,340,2023-03-10
INV-12823,4410,2023-09-17
INV-12824,1606,2023-03-18
INV-12825,4846,2023-07-13
INV-12826,4224,2023-01-22
INV-12827,2016,2023-04-14
INV-12828,4364,2023-11-27
INV-12829,2110,2023-07-26
INV-12830,1670,2023-06-03
INV-12831,593,2023-12-08
INV-12832,2754,2023-07-19
INV-12833,3526,2023-03-24
INV-12834,4013,2023-03-18
INV-12835,5320,2023-05-25
INV-12836,446,2023-04-05
INV-12837,1154,2023-03-18
INV-12838,4422,2023-10-17
INV-12839,1989,2023-12-05
INV-12840,133,2023-01-07
INV-12841,1404,2023-05-04
INV-12842,4775,2023-10-09
INV-12843,941,2023-03-01
INV-12844,5039,2023-05-26
INV-12845,5116,2023-06-21
INV-12846,4857,2023-02-17
INV-12847,760,2023-07-18
INV-12848,2893,2023-09-13
INV-12849,2401,2023-06-15
INV-12850,5551,2023-06-07
INV-12851,3965,2023-06-17
INV-12852,4312,2023-02-04
INV-12853,2517,2023-07-05
INV-12854,833,2023-07-23
INV-12855,980,2023-08-02
INV-12856,3168,2023-05-20
INV-12857,1487,2023-04-27
INV-12858,4065,2023-08-22
INV-12859,314,2023-12-15
INV-12860,104,2023-08-14
INV-12861,609,2023-06-13
INV-12862,5357,2023-10-01
INV-12863,4855,2023-04-25
INV-12864,1140,2023-12-04
INV-12865,3101,2023-12-26
INV-12866,5011,2023-05-02
INV-12867,2480,2023-12-07
INV-12868,1107,2023-12-01
INV-12869,1255,2023-04-11
INV-12870,4839,2023-12-16
INV-12871,2234,2023-06-16
INV-12872,2651,2023-12-24
INV-12873,466,2023-09-26
INV-12874,1345,2023-05-29
INV-12875,4557,2023-12-03
INV-12876,281,2023-09-17
INV-12877,3459,2023-08-01
INV-12878,3127,2023-12-18
INV-12879,322,2023-11-14
INV-12880,2453,2023-11-06
INV-12881,5831,2023-01-01
INV-12882,5827,2023-04-06
INV-12883,4707,2023-05-03
INV-12884,1710,2023-12-04
INV-12885,17,2023-01-09
INV-12886,125,2023-05-19
INV-12887,2679,2023-10-23
INV-12888,473,2023-10-02
INV-12889,879,2023-11-09
INV-12890,2123,2023-05-25
INV-12891,1752,2023-08-10
INV-12892,357,2023-10-02
INV-12893,4231,2023-01-01
INV-12894,481,2023-09-14
INV-12895,338,2023-02-14
INV-12896,497,2023-10-23
INV-12897,5220,2023-06-23
INV-12898,3874,2023-02-24
INV-12899,2416,2023-09-05
INV-12900,5207,2023-08-30
INV-12901,3293,2023-06-28
INV-12902,492,2023-01-19
INV-12903,293,2023-10-10
INV-12904,1413,2023-06-09
INV-12905,588,2023-06-17
INV-12906,5230,2023-08-13
INV-12907,1230,2023-07-30
INV-12908,5186,2023-12-13
INV-12909,3829,2023-01-19
INV-12910,5861,2023-12-11
INV-12911,2886,2023-05-27
INV-12912,5606,2023-08-30
INV-12913,4747,2023-04-23
INV-12914,2523,2023-09-03
INV-12915,3064,2023-06-24
INV-12916,4613,2023-04-09
INV-12917,1262,2023-06-17
INV-12918,5592,2023-09-12
INV-12919,492,2023-04-11
INV-12920,3334,2023-02-21
INV-12921,5224,2023-07-12
INV-12922,4282,2023-04-16
INV-12923,5824,2023-09-18
INV-12924,5907,2023-11-21
INV-12925,426,2023-07-23
INV-12926,3683,2023-05-13
INV-12927,5494,2023-12-28
INV-12928,1643,2023-09-15
INV-12929,4009,2023-07-31
INV-12930,5297,2023-01-28
INV-12931,2779,2023-08-27
INV-12932,1906,2023-04-14
INV-12933,947,2023-03-07
INV-12934,1269,2023-12-21
INV-12935,197,2023-09-07
INV-12936,5663,2023-02-08
INV-12937,5439,2023-09-10
INV-12938,2607,2023-05-09
INV-12939,2427,2023-02-27
INV-12940,4765,2023-05-25
INV-12941,635,2023-01-31
INV-12942,3017,2023-09-01
INV-12943,3275,2023-02-11
INV-12944,4107,2023-10-01
INV-12945,3318,2023-12-21
INV-12946,5599,2023-10-10
INV-12947,1118,2023-09-03
INV-12948,4360,2023-03-23
INV-12949,5842,2023-05-22
INV-12950,222,2023-06-03
INV-12951,4030,2023-06-07
INV-12952,3345,2023-12-05
INV-12953,128,2023-08-09
INV-12954,5655,2023-07-03
INV-12955,2364,2023-09-01
INV-12956,5102,2023-05-24
INV-12957,3856,2023-07-18
INV-12958,5171,2023-07-12
INV-12959,292,2023-04-02
INV-12960,4960,2023-11-22
INV-12961,1954,2023-08-28
INV-12962,2133,2023-06-09
INV-12963,5113,2023-12-06
INV-12964,1928,2023-08-30
INV-12965,5598,2023-08-11
INV-12966,4448,2023-03-16
INV-12967,471,2023-09-05
INV-12968,5446,2023-05-05
INV-12969,497,2023-05-24
INV-12970,3482,2023-04-04
INV-12971,944,2023-10-18
INV-12972,5970,2023-08-06
INV-12973,5691,2023-12-08
INV-12974,2338,2023-05-19
INV-12975,433,2023-03-17
INV-12976,5417,2023-10-09
INV-12977,4983,2023-03-12
INV-12978,4916,2023-06-02
INV-12979,719,2023-03-17
INV-12980,3797,2023-05-12
INV-12981,5478,2023-07-05
INV-12982,665,2023-03-11
INV-12983,1010,2023-11-21
INV-12984,2738,2023-10-07
INV-12985,3324,2023-01-20
INV-12986,4955,2023-11-22
INV-12987,3870,2023-06-21
INV-12988,5743,2023-02-18
INV-12989,1041,2023-06-17
INV-12990,1002,2023-03-19
INV-12991,1599,2023-12-22
INV-12992,2916,2023-06-25
INV-12993,106,2023-08-22
INV-12994,4493,2023-05-12
INV-12995,4480,2023-04-28
INV-12996,2972,2023-03-05
INV-12997,998,2023-09-24
INV-12998,3421,2023-12-19
INV-12999,4930,2023-04-05
INV-13000,878,2023-09-05
INV-13001,2577,2023-04-14
INV-13002,629,2023-12-04
INV-13003,1389,2023-12-11
INV-13004,1779,2023-08-08
INV-13005,5410,2023-01-13
INV-13006,54,2023-12-14
INV-13007,1619,2023-07-09
INV-13008,2586,2023-09-21
INV-13009,3277,2023-11-10
INV-13010,3551,2023-12-26
INV-13011,1830,2023-05-22
INV-13012,4309,2023-12-25
INV-13013,3042,2023-02-09
INV-13014,505,2023-05-21
INV-13015,1816,2023-09-10
INV-13016,1132,2023-04-12
INV-13017,2340,2023-11-09
INV-13018,3501,2023-10-01
INV-13019,763,2023-05-31
INV-13020,2790,2023-08-11
INV-13021,285,2023-06-23
INV-13022,3716,2023-01-11
INV-13023,5052,2023-02-23
INV-13024,3391,2023-01-29
INV-13025,1416,2023-01-09
INV-13026,4860,2023-08-15
INV-13027,4082,2023-11-16
INV-13028,3308,2023-01-13
INV-13029,3663,2023-02-07
INV-13030,1871,2023-10-16
INV-13031,3661,2023-01-24
INV-13032,1348,2023-09-29
INV-13033,1471,2023-01-12
INV-13034,1920,2023-06-03
INV-13035,2361,2023-12-19
INV-13036,5504,2023-05-26
INV-13037,1159,2023-08-06
INV-13038,4477,2023-06-15
INV-13039,2233,2023-05-28
INV-13040,1111,2023-05-28
INV-13041,5100,2023-10-23
INV-13042,5840,2023-04-08
INV-13043,4572,2023-03-22
INV-13044,3104,2023-08-16
INV-13045,2857,2023-02-26
INV-13046,5721,2023-11-25
INV-13047,3705,2023-01-10
INV-13048,5864,2023-04-06
INV-13049,4620,2023-08-16
INV-13050,4596,2023-09-05
INV-13051,5696,2023-05-26
INV-13052,3629,2023-10-20
INV-13053,2524,2023-05-01
INV-13054,2854,2023-07-22
INV-13055,3487,2023-08-22
INV-13056,5819,2023-06-03
INV-13057,929,2023-04-30
INV-13058,3471,2023-09-25
INV-13059,5162,2023-04-07
INV-13060,2465,2023-03-07
INV-13061,3844,2023-12-26
INV-13062,2352,2023-10-19
INV-13063,635,2023-10-28
INV-13064,343,2023-07-26
INV-13065,3740,2023-08-22
INV-13066,2903,2023-10-10
INV-13067,2411,2023-05-28
INV-13068,1936,2023-04-11
INV-13069,2052,2023-12-17
INV-13070,62,2023-09-23
INV-13071,1734,2023-10-27
INV-13072,4887,2023-10-08
INV-13073,4394,2023-05-13
INV-13074,4913,2023-07-24
INV-13075,5764,2023-09-26
INV-13076,529,2023-10-12
INV-13077,4606,2023-12-16
INV-13078,3836,2023-12-17
INV-13079,1315,2023-01-19
INV-13080,5475,2023-02-02
INV-13081,5882,2023-10-26
INV-13082,1481,2023-11-04
INV-13083,2172,2023-04-12
INV-13084,5024,2023-09-26
INV-13085,4021,2023-07-12
INV-13086,2828,2023-06-09
INV-13087,4731,2023-01-11
INV-13088,765,2023-01-17
INV-13089,451,2023-12-04
INV-13090,731,2023-04-03
INV-13091,2509,2023-04-03
INV-13092,1944,2023-09-21
INV-13093,3290,2023-07-31
INV-13094,2454,2023-05-20
INV-13095,3483,2023-09-08
INV-13096,481,2023-05-15
INV-13097,1819,2023-02-19
INV-13098,1081,2023-07-05
INV-13099,3304,2023-05-11
INV-13100,4769,2023-01-18
INV-13101,5036,2023-01-21
INV-13102,3136,2023-05-11
INV-13103,4592,2023-08-12
INV-13104,3229,2023-07-12
INV-13105,1538,2023-08-17
INV-13106,4710,2023-09-27
INV-13107,5168,2023-03-26
INV-13108,4455,2023-07-14
INV-13109,3055,2023-11-24
INV-13110,448,2023-01-21
INV-13111,4313,2023-11-14
INV-13112,1428,2023-09-26
INV-13113,2310,2023-10-03
INV-13114,5359,2023-10-23
INV-13115,215,2023-03-24
INV-13116,2242,2023-09-13
INV-13117,2128,2023-02-02
INV-13118,4636,2023-08-01
INV-13119,5575,2023-09-17
INV-13120,1738,2023-12-04
INV-13121,4721,2023-06-26
INV-13122,1203,2023-07-18
INV-13123,2249,2023-12-16
INV-13124,3131,2023-11-25
INV-13125,1914,2023-06-29
INV-13126,403,2023-10-02
INV-13127,1024,2023-09-17
INV-13128,1259,2023-07-01
INV-13129,3163,2023-10-13
INV-13130,1886,2023-11-05
INV-13131,5893,2023-02-25
INV-13132,2501,2023-05-24
INV-13133,931,2023-03-02
INV-13134,3552,2023-01-11
INV-13135,2655,2023-06-17
INV-13136,4446,2023-06-20
INV-13137,2479,2023-07-21
INV-13138,974,2023-11-17
INV-13139,298,2023-04-07
INV-13140,3614,2023-01-17
INV-13141,3752,2023-04-30
INV-13142,2062,2023-10-10
INV-13143,3061,2023-09-05
INV-13144,921,2023-12-12
INV-13145,2282,2023-07-16
INV-13146,4431,2023-08-06
INV-13147,2226,2023-10-19
INV-13148,3353,2023-04-14
INV-13149,809,2023-10-16
INV-13150,3083,2023-05-20
INV-13151,2906,2023-12-28
INV-13152,5520,2023-06-11
INV-13153,3401,2023-09-17
INV-13154,3207,2023-03-23
INV-13155,2764,2023-03-02
INV-13156,2100,2023-11-24
INV-13157,1427,2023-09-07
INV-13158,626,2023-03-16
INV-13159,3848,2023-12-26
INV-13160,4715,2023-04-22
INV-13161,4028,2023-06-29
INV-13162,1609,2023-05-26
INV-13163,2071,2023-11-29
INV-13164,532,2023-11-12
INV-13165,5519,2023-07-27
INV-13166,956,2023-07-14
INV-13167,3448,2023-07-16
INV-13168,3901,2023-11-29
INV-13169,1934,2023-10-31
INV-13170,4260,2023-06-12
INV-13171,2366,2023-02-02
INV-13172,4832,2023-05-05
INV-13173,2720,2023-10-25
INV-13174,565,2023-11-25
INV-13175,5436,2023-06-11
INV-13176,4966,2023-05-29
INV-13177,1689,2023-08-23
INV-13178,3477,2023-09-23
INV-13179,1074,2023-08-12
INV-13180,1360,2023-07-11
INV-13181,2027,2023-11-01
INV-13182,5753,2023-04-04
INV-13183,5066,2023-07-26
INV-13184,1762,2023-03-21
INV-13185,2522,2023-04-17
INV-13186,4074,2023-05-08
INV-13187,1614,2023-06-13
INV-13188,2744,2023-10-23
INV-13189,3967,2023-03-16
INV-13190,5726,2023-10-05
INV-13191,4583,2023-12-02
INV-13192,3248,2023-02-18
INV-13193,4067,2023-02-19
INV-13194,895,2023-06-09
INV-13195,3769,2023-05-26
INV-13196,5637,2023-11-28
INV-13197,833,2023-02-05
INV-13198,207,2023-11-14
INV-13199,2494,2023-05-24
INV-13200,2985,2023-10-09
INV-13201,502,2023-10-26
INV-13202,1854,2023-05-09
INV-13203,4363,2023-07-14
INV-13204,3935,2023-08-27
INV-13205,2522,2023-10-25
INV-13206,2366,2023-06-09
INV-13207,4980,2023-01-10
INV-13208,5622,2023-04-09
INV-13209,4337,2023-09-07
INV-13210,3494,2023-02-07
INV-13211,597,2023-08-31
INV-13212,3783,2023-10-26
INV-13213,1074,2023-01-15
INV-13214,2327,2023-05-06
INV-13215,5378,2023-06-22
INV-13216,5587,2023-05-06
INV-13217,620,2023-03-28
INV-13218,2704,2023-03-22
INV-13219,1618,2023-02-27
INV-13220,3768,2023-03-10
INV-13221,1589,2023-05-07
INV-13222,2122,2023-05-08
INV-13223,5942,2023-08-28
INV-13224,3664,2023-03-15
INV-13225,3418,2023-04-09
INV-13226,633,2023-05-02
INV-13227,83,2023-07-25
INV-13228,5370,2023-10-12
INV-13229,5854,2023-03-24
INV-13230,5592,2023-09-13
INV-13231,1322,2023-02-08
INV-13232,3772,2023-12-27
INV-13233,2312,2023-08-27
INV-13234,1482,2023-07-24
INV-13235,4804,2023-08-18
INV-13236,4464,2023-04-16
INV-13237,5938,2023-07-06
INV-13238,4080,2023-05-15
INV-13239,3756,2023-06-07
INV-13240,5401,2023-11-01
INV-13241,1374,2023-11-20
INV-13242,414,2023-04-15
INV-13243,5998,2023-11-26
INV-13244,177,2023-06-03
INV-13245,511,2023-02-28
INV-13246,3197,2023-06-27
INV-13247,2356,2023-09-30
INV-13248,111,2023-04-11
INV-13249,361,2023-06-04
INV-13250,2942,2023-11-11
INV-13251,4147,2023-10-24
INV-13252,2301,2023-12-07
INV-13253,4060,2023-12-11
INV-13254,5127,2023-01-20
INV-13255,2928,2023-11-16
INV-13256,5246,2023-04-20
INV-13257,3091,2023-03-20
INV-13258,4888,2023-06-05
INV-13259,2649,2023-03-30
INV-13260,1794,2023-06-08
INV-13261,1796,2023-06-18
INV-13262,672,2023-01-11
INV-13263,3862,2023-09-10
INV-13264,5607,2023-12-29
INV-13265,2791,2023-12-10
INV-13266,2143,2023-06-06
INV-13267,1485,2023-02-05
INV-13268,4906,2023-02-01
INV-13269,2680,2023-12-26
INV-13270,4714,2023-10-24
INV-13271,5414,2023-12-06
INV-13272,5669,2023-11-04
INV-13273,240,2023-02-11
INV-13274,4040,2023-06-13
INV-13275,2603,2023-11-19
INV-13276,4340,2023-03-10
INV-13277,559,2023-11-02
INV-13278,1262,2023-04-19
INV-13279,5772,2023-11-30
INV-13280,3120,2023-03-11
INV-13281,2652,2023-06-25
INV-13282,3459,2023-10-06
INV-13283,2702,2023-01-27
INV-13284,5473,2023-06-18
INV-13285,2078,2023-06-21
INV-13286,2210,2023-12-03
INV-13287,2269,2023-05-19
INV-13288,1448,2023-01-18
INV-13289,2746,2023-03-28
INV-13290,3300,2023-05-04
INV-13291,2377,2023-05-04
INV-13292,2421,2023-01-21
INV-13293,2402,2023-03-04
INV-13294,4380,2023-08-05
INV-13295,5004,2023-01-16
INV-13296,3443,2023-10-24
INV-13297,3625,2023-04-04
INV-13298,4005,2023-05-08
INV-13299,3891,2023-08-07
INV-13300,3431,2023-08-09
INV-13301,3461,2023-06-07
INV-13302,490,2023-08-01
INV-13303,622,2023-04-07
INV-13304,4532,2023-05-19
INV-13305,5712,2023-10-30
INV-13306,5297,2023-09-13
INV-13307,4463,2023-10-29
INV-13308,4148,2023-04-23
INV-13309,4896,2023-12-22
INV-13310,5111,2023-03-25
INV-13311,2332,2023-07-25
INV-13312,1525,2023-10-26
INV-13313,1526,2023-05-06
INV-13314,1149,2023-09-13
INV-13315,2800,2023-01-01
INV-13316,4621,2023-01-23
INV-13317,4177,2023-09-25
INV-13318,756,2023-04-13
INV-13319,1882,2023-11-10
INV-13320,1105,2023-05-29
INV-13321,2643,2023-02-05
INV-13322,2378,2023-06-15
INV-13323,3145,2023-10-13
INV-13324,1279,2023-05-01
INV-13325,4040,2023-04-25
INV-13326,1666,2023-05-01
INV-13327,4537,2023-08-25
INV-13328,5447,2023-10-13
INV-13329,5699,2023-07-01
INV-13330,5858,2023-11-03
INV-13331,272,2023-06-20
INV-13332,302,2023-04-29
INV-13333,2199,2023-02-05
INV-13334,1624,2023-09-28
INV-13335,4641,2023-01-29
INV-13336,2243,2023-12-24
INV-13337,5110,2023-07-16
INV-13338,4032,2023-01-08
INV-13339,2092,2023-12-09
INV-13340,5929,2023-12-15
INV-13341,1363,2023-11-18
INV-13342,4812,2023-10-19
INV-13343,5961,2023-02-18
INV-13344,4125,2023-08-14
INV-13345,452,2023-07-01
INV-13346,126,2023-03-15
INV-13347,3577,2023-01-21
INV-13348,2258,2023-02-24
INV-13349,3083,2023-07-21
INV-13350,521,2023-06-20
INV-13351,4101,2023-07-16
INV-13352,3551,2023-10-11
INV-13353,4435,2023-01-27
INV-13354,1909,2023-09-14
INV-13355,2348,2023-05-05
INV-13356,4371,2023-09-09
INV-13357,1201,2023-12-23
INV-13358,1992,2023-07-18
INV-13359,720,2023-11-26
INV-13360,5847,2023-07-24
INV-13361,1783,2023-09-14
INV-13362,1003,2023-04-19
INV-13363,5203,2023-08-23
INV-13364,3932,2023-11-15
INV-13365,3671,2023-07-09
INV-13366,3278,2023-09-06
INV-13367,577,2023-11-26
INV-13368,538,2023-07-14
INV-13369,3675,2023-03-24
INV-13370,1917,2023-11-08
INV-13371,119,2023-01-02
INV-13372,5069,2023-02-04
INV-13373,5514,2023-03-25
INV-13374,4111,2023-12-09
INV-13375,2402,2023-03-15
INV-13376,3524,2023-07-09
INV-13377,2040,2023-08-26
INV-13378,3788,2023-07-06
INV-13379,3144,2023-06-06
INV-13380,2546,2023-08-11
INV-13381,3051,2023-05-11
INV-13382,3810,2023-10-04
INV-13383,1609,2023-09-23
INV-13384,2819,2023-03-08
INV-13385,386,2023-11-26
INV-13386,3079,2023-01-16
INV-13387,3063,2023-03-06
INV-13388,3851,2023-05-06
INV-13389,4498,2023-01-05
INV-13390,5631,2023-05-17
INV-13391,1720,2023-06-03
INV-13392,5136,2023-10-04
INV-13393,4041,2023-07-05
INV-13394,781,2023-07-19
INV-13395,2381,2023-11-17
INV-13396,2731,2023-10-17
INV-13397,3536,2023-03-30
INV-13398,2450,2023-11-21
INV-13399,626,2023-05-19
INV-13400,2464,2023-10-17
INV-13401,2418,2023-01-02
INV-13402,4968,2023-04-09
INV-13403,2614,2023-07-20
INV-13404,5796,2023-01-27
INV-13405,4252,2023-07-08
INV-13406,3635,2023-01-13
INV-13407,1901,2023-05-13
INV-13408,3188,2023-11-03
INV-13409,4286,2023-01-27
INV-13410,5719,2023-07-20
INV-13411,952,2023-12-14
INV-13412,5544,2023-05-25
INV-13413,136,2023-06-04
INV-13414,5620,2023-06-10
INV-13415,870,2023-03-28
INV-13416,992,2023-06-25
INV-13417,1660,2023-02-03
INV-13418,1742,2023-09-03
INV-13419,3582,2023-04-21
INV-13420,5063,2023-06-26
INV-13421,5042,2023-08-23
INV-13422,1650,2023-04-19
INV-13423,2363,2023-01-26
INV-13424,2974,2023-01-18
INV-13425,190,2023-05-14
INV-13426,2804,2023-03-11
INV-13427,4614,2023-06-15
INV-13428,566,2023-01-31
INV-13429,1592,2023-09-01
INV-13430,4940,2023-02-23
INV-13431,3641,2023-10-16
INV-13432,397,2023-04-14
INV-13433,3894,2023-03-07
INV-13434,1414,2023-12-01
INV-13435,2601,2023-12-14
INV-13436,890,2023-04-09
INV-13437,1152,2023-02-18
INV-13438,5958,2023-08-19
INV-13439,5510,2023-09-03
INV-13440,5079,2023-12-14
INV-13441,5473,2023-02-12
INV-13442,3728,2023-06-06
INV-13443,2055,2023-08-27
INV-13444,4497,2023-08-06
INV-13445,5479,2023-11-26
INV-13446,984,2023-05-08
INV-13447,5576,2023-07-20
INV-13448,192,2023-07-19
INV-13449,3139,2023-11-17
INV-13450,113,2023-04-21
INV-13451,114,2023-02-12
INV-13452,4109,2023-01-18
INV-13453,659,2023-08-19
INV-13454,2504,2023-12-21
INV-13455,2309,2023-05-25
INV-13456,1126,2023-10-21
INV-13457,4668,2023-03-10
INV-13458,1544,2023-07-05
INV-13459,1529,2023-11-04
INV-13460,4795,2023-06-19
INV-13461,1844,2023-07-19
INV-13462,2865,2023-01-27
INV-13463,4130,2023-06-29
INV-13464,1255,2023-04-10
INV-13465,5627,2023-02-09
INV-13466,833,2023-09-06
INV-13467,1564,2023-03-01
INV-13468,1440,2023-02-13
INV-13469,5267,2023-08-24
INV-13470,4495,2023-02-03
INV-13471,1290,2023-05-13
INV-13472,3967,2023-03-24
INV-13473,2429,2023-01-31
INV-13474,3882,2023-07-20
INV-13475,4558,2023-11-13
INV-13476,1254,2023-03-06
INV-13477,4468,2023-09-09
INV-13478,5266,2023-06-15
INV-13479,2038,2023-04-05
INV-13480,4505,2023-03-21
INV-13481,31,2023-08-08
INV-13482,878,2023-11-13
INV-13483,4880,2023-01-23
INV-13484,4856,2023-08-04
INV-13485,1757,2023-10-21
INV-13486,1994,2023-08-12
INV-13487,1283,2023-02-26
INV-13488,5650,2023-04-18
INV-13489,3752,2023-03-10
INV-13490,1513,2023-03-04
INV-13491,1694,2023-07-23
INV-13492,3027,2023-02-24
INV-13493,5711,2023-03-12
INV-13494,720,2023-10-06
INV-13495,4694,2023-07-26
INV-13496,2585,2023-05-25
INV-13497,2597,2023-07-22
INV-13498,3674,2023-10-08
INV-13499,4604,2023-08-31
INV-13500,2724,2023-02-24
INV-13501,5222,2023-08-26
INV-13502,920,2023-05-28
INV-13503,509,2023-08-07
INV-13504,5779,2023-01-27
INV-13505,4711,2023-04-26
INV-13506,4090,2023-10-18
INV-13507,41,2023-03-09
INV-13508,4377,2023-09-18
INV-13509,1963,2023-10-23
INV-13510,4683,2023-11-27
INV-13511,4386,2023-06-25
INV-13512,667,2023-10-20
INV-13513,3856,2023-10-07
INV-13514,399,2023-11-11
INV-13515,2836,2023-08-27
INV-13516,921,2023-05-16
INV-13517,4102,2023-07-31
INV-13518,1178,2023-01-03
INV-13519,945,2023-07-03
INV-13520,2841,2023-12-10
INV-13521,2331,2023-01-13
INV-13522,4774,2023-08-12
INV-13523,1530,2023-03-16
INV-13524,2081,2023-12-12
INV-13525,1527,2023-11-21
INV-13526,5328,2023-12-04
INV-13527,4996,2023-01-18
INV-13528,5481,2023-09-14
INV-13529,8,2023-10-20
INV-13530,4864,2023-12-05
INV-13531,4078,2023-08-11
INV-13532,5742,2023-05-25
INV-13533,561,2023-09-28
INV-13534,4997,2023-11-01
INV-13535,4922,2023-09-15
INV-13536,5955,2023-03-11
INV-13537,4553,2023-10-23
INV-13538,5609,2023-07-29
INV-13539,3744,2023-04-11
INV-13540,995,2023-02-05
INV-13541,5747,2023-07-11
INV-13542,1903,2023-03-06
INV-13543,116,2023-12-22
INV-13544,2404,2023-04-26
INV-13545,599,2023-07-16
INV-13546,4411,2023-11-19
