AllocationID,AllocationDate,DepartmentID,ReturnDate,EquipmentID
AL4686,8/7/2023,155,8/21/2023,634
AL4687,8/26/2023,156,9/7/2023,635
AL4688,8/10/2023,157,8/23/2023,636
AL4689,6/28/2023,158,7/12/2023,637
AL4690,3/11/2023,159,3/21/2023,638
AL4691,8/18/2023,160,9/1/2023,639
AL4692,11/27/2023,161,12/11/2023,640
AL4693,2/20/2023,162,3/6/2023,641
AL4694,7/6/2023,163,7/17/2023,642
AL4695,11/19/2023,164,12/3/2023,643
AL4696,1/15/2023,165,1/29/2023,644
AL4697,3/1/2023,166,3/15/2023,645
AL4698,10/7/2023,167,10/18/2023,646
AL4699,2/17/2023,168,2/28/2023,647
AL4700,9/12/2023,169,9/23/2023,648
AL4701,1/19/2023,170,2/1/2023,649
AL4702,11/9/2023,171,11/24/2023,650
AL4703,7/11/2023,172,7/24/2023,651
AL4704,8/16/2023,173,8/30/2023,652
AL4705,11/29/2023,174,12/13/2023,653
AL4706,10/3/2023,175,10/16/2023,654
AL4707,7/10/2023,176,7/24/2023,655
AL4708,1/1/2024,177,1/14/2024,656
AL4709,4/9/2023,178,4/22/2023,657
AL4710,10/22/2023,179,11/4/2023,658
AL4711,4/20/2023,180,4/30/2023,659
AL4712,10/12/2023,181,10/23/2023,660
AL4713,10/11/2023,182,10/22/2023,661
AL4714,5/16/2023,183,5/26/2023,662
AL4715,4/12/2023,184,4/26/2023,663
AL4716,7/31/2023,185,8/14/2023,664
AL4717,5/11/2023,186,5/22/2023,665
AL4718,3/4/2023,187,3/17/2023,666
AL4719,10/28/2023,188,11/11/2023,667
AL4720,6/12/2023,189,6/23/2023,668
AL4721,1/22/2023,190,2/2/2023,669
AL4722,11/11/2023,191,11/22/2023,670
AL4723,1/1/2024,192,1/11/2024,671
AL4724,3/14/2023,193,3/28/2023,672
AL4725,5/3/2023,194,5/16/2023,673
AL4726,11/11/2023,195,11/21/2023,674
AL4727,10/22/2023,196,11/2/2023,675
AL4728,1/7/2023,197,1/20/2023,676
AL4729,4/19/2023,1,5/1/2023,677
AL4730,11/29/2023,2,12/11/2023,678
AL4731,12/12/2023,3,12/27/2023,679
AL4732,9/25/2023,4,10/8/2023,680
AL4733,7/11/2023,5,7/25/2023,681
AL4734,4/14/2023,6,4/24/2023,682
AL4735,7/14/2023,7,7/27/2023,683
AL4736,10/1/2023,8,10/11/2023,684
AL4737,10/12/2023,9,10/27/2023,685
AL4738,11/28/2023,10,12/8/2023,686
AL4739,1/25/2023,11,2/4/2023,687
AL4740,7/5/2023,12,7/15/2023,688
AL4741,3/18/2023,13,4/1/2023,689
AL4742,1/23/2023,14,2/4/2023,690
AL4743,12/22/2023,15,1/4/2024,691
AL4744,12/11/2023,16,12/23/2023,692
AL4745,11/16/2023,17,11/27/2023,693
AL4746,10/3/2023,18,10/17/2023,694
AL4747,6/15/2023,19,6/26/2023,695
AL4748,4/29/2023,20,5/9/2023,696
AL4749,11/10/2023,21,11/22/2023,697
AL4750,7/19/2023,22,7/30/2023,698
AL4751,4/29/2023,23,5/12/2023,699
AL4752,7/20/2023,24,7/31/2023,700
AL4753,3/18/2023,25,3/29/2023,701
AL4754,8/31/2023,26,9/12/2023,702
AL4755,9/24/2023,27,10/8/2023,703
AL4756,4/25/2023,28,5/9/2023,704
AL4757,6/6/2023,29,6/18/2023,705
AL4758,7/23/2023,30,8/5/2023,706
AL4759,11/20/2023,31,12/5/2023,707
AL4760,5/21/2023,32,6/1/2023,708
AL4761,10/13/2023,33,10/23/2023,709
AL4762,3/12/2023,34,3/22/2023,710
AL4763,5/31/2023,35,6/12/2023,711
AL4764,5/31/2023,36,6/10/2023,712
AL4765,6/25/2023,37,7/8/2023,713
AL4766,9/15/2023,38,9/25/2023,714
AL4767,9/26/2023,39,10/7/2023,715
AL4768,11/7/2023,40,11/17/2023,716
AL4769,7/16/2023,41,7/27/2023,717
AL4770,4/13/2023,42,4/24/2023,718
AL4771,6/12/2023,43,6/27/2023,719
AL4772,2/20/2023,44,3/4/2023,720
AL4773,10/23/2023,45,11/3/2023,721
AL4774,12/27/2023,46,1/9/2024,722
AL4775,1/17/2023,47,1/30/2023,723
AL4776,9/30/2023,48,10/10/2023,724
AL4777,4/18/2023,49,4/30/2023,725
AL4778,1/5/2023,50,1/15/2023,726
AL4779,2/17/2023,51,3/3/2023,727
AL4780,1/23/2023,52,2/3/2023,728
AL4781,8/3/2023,53,8/18/2023,729
AL4782,7/16/2023,54,7/27/2023,730
AL4783,8/14/2023,55,8/26/2023,731
AL4784,6/14/2023,56,6/28/2023,732
AL4785,8/7/2023,57,8/20/2023,733
AL4786,6/7/2023,58,6/22/2023,734
AL4787,10/31/2023,59,11/12/2023,735
AL4788,8/7/2023,60,8/19/2023,736
AL4789,12/9/2023,61,12/19/2023,737
AL4790,5/25/2023,62,6/5/2023,738
AL4791,2/4/2023,63,2/14/2023,739
AL4792,7/12/2023,64,7/26/2023,740
AL4793,5/28/2023,65,6/7/2023,741
AL4794,2/27/2023,66,3/10/2023,742
AL4795,10/31/2023,67,11/12/2023,743
AL4796,5/6/2023,68,5/20/2023,744
AL4797,8/19/2023,69,8/31/2023,745
AL4798,6/23/2023,70,7/7/2023,746
AL4799,7/6/2023,71,7/16/2023,747
AL4800,12/3/2023,72,12/16/2023,748
AL4801,5/19/2023,73,6/2/2023,749
AL4802,2/15/2023,74,3/1/2023,750
AL4803,11/10/2023,75,11/23/2023,751
AL4804,1/16/2023,76,1/31/2023,752
AL4805,12/1/2023,77,12/13/2023,753
AL4806,11/19/2023,78,11/29/2023,754
AL4807,4/26/2023,79,5/7/2023,755
AL4808,12/15/2023,80,12/25/2023,756
AL4809,4/29/2023,81,5/9/2023,757
AL4810,11/11/2023,82,11/25/2023,758
AL4811,5/5/2023,83,5/18/2023,759
AL4812,9/28/2023,84,10/10/2023,760
AL4813,9/17/2023,85,9/29/2023,761
AL4814,5/29/2023,86,6/8/2023,762
AL4815,1/23/2023,87,2/2/2023,763
AL4816,12/27/2023,88,1/9/2024,764
AL4817,11/8/2023,89,11/22/2023,765
AL4818,4/23/2023,90,5/3/2023,766
AL4819,11/19/2023,91,12/1/2023,767
AL4820,9/10/2023,92,9/20/2023,768
AL4821,9/28/2023,93,10/9/2023,769
AL4822,9/4/2023,94,9/17/2023,770
AL4823,12/3/2023,95,12/16/2023,771
AL4824,11/12/2023,96,11/27/2023,772
AL4825,1/8/2023,97,1/18/2023,773
AL4826,11/23/2023,98,12/5/2023,774
AL4827,4/6/2023,99,4/21/2023,775
AL4828,2/24/2023,100,3/10/2023,776
AL4829,11/25/2023,101,12/7/2023,777
AL4830,7/4/2023,102,7/17/2023,778
AL4831,8/17/2023,103,8/30/2023,779
AL4832,5/13/2023,104,5/23/2023,780
AL4833,1/25/2023,105,2/9/2023,781
AL4834,2/18/2023,106,3/4/2023,782
AL4835,5/5/2023,107,5/18/2023,783
AL4836,7/13/2023,108,7/27/2023,784
AL4837,1/31/2023,109,2/14/2023,785
AL4838,5/3/2023,110,5/17/2023,786
AL4839,5/3/2023,111,5/13/2023,787
AL4840,10/21/2023,112,11/2/2023,788
AL4841,3/8/2023,113,3/22/2023,789
AL4842,9/3/2023,114,9/18/2023,790
AL4843,5/10/2023,115,5/20/2023,791
AL4844,6/5/2023,116,6/20/2023,792
AL4845,8/12/2023,117,8/27/2023,793
AL4846,12/17/2023,118,12/27/2023,794
AL4847,11/21/2023,119,12/4/2023,795
AL4848,1/10/2023,120,1/25/2023,796
AL4849,2/21/2023,121,3/7/2023,797
AL4850,9/26/2023,122,10/9/2023,798
AL4851,11/5/2023,123,11/16/2023,799
AL4852,12/29/2023,124,1/9/2024,800
AL4853,11/4/2023,125,11/15/2023,801
AL4854,10/21/2023,126,11/1/2023,802
AL4855,11/18/2023,127,12/1/2023,803
AL4856,5/28/2023,128,6/9/2023,804
AL4857,3/10/2023,129,3/21/2023,805
AL4858,12/16/2023,130,12/28/2023,806
AL4859,2/24/2023,131,3/9/2023,807
AL4860,10/22/2023,132,11/1/2023,808
AL4861,1/13/2023,133,1/24/2023,809
AL4862,10/6/2023,134,10/21/2023,810
AL4863,1/8/2023,135,1/22/2023,811
AL4864,8/17/2023,136,8/31/2023,812
AL4865,7/9/2023,137,7/20/2023,813
AL4866,5/2/2023,138,5/15/2023,814
AL4867,12/15/2023,139,12/26/2023,815
AL4868,3/21/2023,140,4/4/2023,816
AL4869,12/25/2023,141,1/6/2024,817
AL4870,10/10/2023,142,10/23/2023,818
AL4871,5/3/2023,143,5/16/2023,819
AL4872,2/3/2023,144,2/14/2023,820
AL4873,9/29/2023,145,10/10/2023,821
AL4874,8/19/2023,146,8/31/2023,822
AL4875,8/25/2023,147,9/6/2023,823
AL4876,7/31/2023,148,8/11/2023,824
AL4877,10/31/2023,149,11/14/2023,825
AL4878,10/24/2023,150,11/4/2023,826
AL4879,12/11/2023,151,12/24/2023,827
AL4880,2/27/2023,152,3/9/2023,828
AL4881,12/25/2023,153,1/9/2024,829
AL4882,2/27/2023,154,3/10/2023,830
AL4883,5/2/2023,155,5/14/2023,831
AL4884,4/25/2023,156,5/9/2023,832
AL4885,7/1/2023,157,7/14/2023,833
AL4886,9/7/2023,158,9/21/2023,834
AL4887,6/8/2023,159,6/23/2023,835
AL4888,12/28/2023,160,1/10/2024,836
AL4889,2/25/2023,161,3/9/2023,837
AL4890,5/19/2023,162,5/30/2023,838
AL4891,5/21/2023,163,6/2/2023,839
AL4892,11/7/2023,164,11/22/2023,840
AL4893,10/27/2023,165,11/6/2023,841
AL4894,11/27/2023,166,12/12/2023,842
AL4895,9/3/2023,167,9/13/2023,843
AL4896,4/11/2023,168,4/24/2023,844
AL4897,6/3/2023,169,6/15/2023,845
AL4898,2/22/2023,170,3/4/2023,846
AL4899,8/21/2023,171,8/31/2023,847
AL4900,11/9/2023,172,11/24/2023,848
AL4901,4/30/2023,173,5/13/2023,849
AL4902,11/8/2023,174,11/23/2023,850
AL4903,1/22/2023,175,2/4/2023,851
AL4904,2/8/2023,176,2/18/2023,852
AL4905,10/1/2023,177,10/13/2023,853
AL4906,12/18/2023,178,12/31/2023,854
AL4907,12/17/2023,179,12/28/2023,855
AL4908,3/26/2023,180,4/6/2023,856
AL4909,9/10/2023,181,9/24/2023,857
AL4910,6/21/2023,182,7/1/2023,858
AL4911,10/17/2023,183,10/28/2023,859
AL4912,10/2/2023,184,10/14/2023,860
AL4913,1/22/2023,185,2/5/2023,861
AL4914,12/20/2023,186,1/4/2024,862
AL4915,1/11/2023,187,1/26/2023,863
AL4916,2/23/2023,188,3/7/2023,864
AL4917,4/18/2023,189,4/28/2023,865
AL4918,8/4/2023,190,8/16/2023,866
AL4919,12/30/2023,191,1/9/2024,867
AL4920,7/7/2023,192,7/17/2023,868
AL4921,9/20/2023,193,10/3/2023,869
AL4922,6/28/2023,194,7/13/2023,870
AL4923,6/1/2023,195,6/16/2023,871
AL4924,3/5/2023,196,3/18/2023,872
AL4925,7/2/2023,197,7/14/2023,873
AL4926,5/25/2023,1,6/5/2023,874
AL4927,5/22/2023,2,6/5/2023,875
AL4928,4/9/2023,3,4/20/2023,876
AL4929,10/2/2023,4,10/15/2023,877
AL4930,9/25/2023,5,10/9/2023,878
AL4931,11/6/2023,6,11/17/2023,879
AL4932,7/22/2023,7,8/6/2023,880
AL4933,9/9/2023,8,9/21/2023,881
AL4934,3/11/2023,9,3/21/2023,882
AL4935,3/11/2023,10,3/23/2023,883
AL4936,1/7/2023,11,1/18/2023,884
AL4937,10/28/2023,12,11/10/2023,885
AL4938,11/13/2023,13,11/28/2023,886
AL4939,3/14/2023,14,3/25/2023,887
AL4940,8/15/2023,15,8/28/2023,888
AL4941,6/20/2023,16,7/3/2023,889
AL4942,3/17/2023,17,3/29/2023,890
AL4943,5/30/2023,18,6/14/2023,891
AL4944,7/8/2023,19,7/20/2023,892
AL4945,7/8/2023,20,7/20/2023,893
AL4946,6/28/2023,21,7/12/2023,894
AL4947,3/11/2023,22,3/25/2023,895
AL4948,4/4/2023,23,4/18/2023,896
AL4949,10/26/2023,24,11/9/2023,897
AL4950,12/2/2023,25,12/13/2023,898
AL4951,2/7/2023,26,2/19/2023,899
AL4952,4/27/2023,27,5/11/2023,900
AL4953,7/5/2023,28,7/19/2023,901
AL4954,6/9/2023,29,6/21/2023,902
AL4955,8/22/2023,30,9/5/2023,903
AL4956,5/12/2023,31,5/24/2023,904
AL4957,7/8/2023,32,7/21/2023,905
AL4958,3/1/2023,33,3/11/2023,906
AL4959,1/25/2023,34,2/9/2023,907
AL4960,2/23/2023,35,3/8/2023,908
AL4961,6/14/2023,36,6/28/2023,909
AL4962,12/23/2023,37,1/7/2024,910
AL4963,7/3/2023,38,7/17/2023,911
AL4964,10/21/2023,39,11/5/2023,912
AL4965,9/26/2023,40,10/8/2023,913
AL4966,1/26/2023,41,2/9/2023,914
AL4967,1/10/2023,42,1/25/2023,915
AL4968,9/15/2023,43,9/25/2023,916
AL4969,6/23/2023,44,7/7/2023,917
AL4970,9/1/2023,45,9/11/2023,918
AL4971,5/21/2023,46,6/4/2023,919
AL4972,8/14/2023,47,8/24/2023,920
AL4973,6/3/2023,48,6/15/2023,921
AL4974,5/27/2023,49,6/9/2023,922
AL4975,1/23/2023,50,2/3/2023,923
AL4976,1/25/2023,51,2/7/2023,924
AL4977,4/18/2023,52,5/1/2023,925
AL4978,9/22/2023,53,10/2/2023,926
AL4979,8/23/2023,54,9/2/2023,927
AL4980,11/15/2023,55,11/30/2023,928
AL4981,10/7/2023,56,10/18/2023,929
AL4982,1/10/2023,57,1/22/2023,930
AL4983,1/20/2023,58,2/2/2023,931
AL4984,9/9/2023,59,9/24/2023,932
AL4985,6/22/2023,60,7/6/2023,933
AL4986,7/10/2023,61,7/24/2023,934
AL4987,7/7/2023,62,7/17/2023,935
AL4988,10/11/2023,63,10/26/2023,936
AL4989,9/21/2023,64,10/3/2023,937
AL4990,7/6/2023,65,7/16/2023,938
AL4991,11/29/2023,66,12/10/2023,939
AL4992,4/20/2023,67,5/3/2023,940
AL4993,5/31/2023,68,6/10/2023,941
AL4994,9/20/2023,69,10/3/2023,942
AL4995,2/4/2023,70,2/16/2023,943
AL4996,3/24/2023,71,4/8/2023,944
AL4997,2/11/2023,72,2/21/2023,945
AL4998,11/2/2023,73,11/17/2023,946
AL4999,5/13/2023,74,5/26/2023,947
AL5000,5/17/2023,75,5/27/2023,948
AL5001,5/29/2023,76,6/8/2023,949
AL5002,4/6/2023,77,4/20/2023,950
AL5003,6/14/2023,78,6/25/2023,951
AL5004,10/30/2023,79,11/13/2023,952
AL5005,4/12/2023,80,4/22/2023,953
AL5006,1/15/2023,81,1/26/2023,954
AL5007,1/20/2023,82,1/31/2023,955
AL5008,2/7/2023,83,2/19/2023,956
AL5009,5/10/2023,84,5/24/2023,957
AL5010,1/27/2023,85,2/6/2023,958
AL5011,12/22/2023,86,1/3/2024,959
AL5012,9/23/2023,87,10/8/2023,960
AL5013,11/24/2023,88,12/7/2023,961
AL5014,12/15/2023,89,12/26/2023,962
AL5015,1/6/2023,90,1/16/2023,963
AL5016,1/11/2023,91,1/24/2023,964
AL5017,8/6/2023,92,8/21/2023,965
AL5018,4/11/2023,93,4/24/2023,966
AL5019,1/29/2023,94,2/9/2023,967
AL5020,11/12/2023,95,11/27/2023,968
AL5021,9/26/2023,96,10/10/2023,969
AL5022,2/2/2023,97,2/12/2023,970
AL5023,6/29/2023,98,7/10/2023,971
AL5024,4/16/2023,99,4/28/2023,972
AL5025,6/21/2023,100,7/2/2023,973
AL5026,8/4/2023,101,8/17/2023,974
AL5027,9/1/2023,102,9/11/2023,975
AL5028,2/10/2023,103,2/22/2023,976
AL5029,1/15/2023,104,1/26/2023,977
AL5030,8/28/2023,105,9/9/2023,978
AL5031,8/24/2023,106,9/7/2023,979
AL5032,7/28/2023,107,8/11/2023,980
AL5033,8/3/2023,108,8/18/2023,981
AL5034,12/23/2023,109,1/6/2024,982
AL5035,2/4/2023,110,2/18/2023,983
AL5036,12/14/2023,111,12/27/2023,984
AL5037,7/24/2023,112,8/7/2023,985
AL5038,4/16/2023,113,4/27/2023,986
AL5039,5/3/2023,114,5/17/2023,987
AL5040,12/13/2023,115,12/25/2023,988
AL5041,6/9/2023,116,6/23/2023,989
AL5042,6/22/2023,117,7/7/2023,990
AL5043,7/22/2023,118,8/3/2023,991
AL5044,2/21/2023,119,3/7/2023,992
AL5045,10/18/2023,120,10/30/2023,993
AL5046,2/16/2023,121,3/2/2023,994
AL5047,12/11/2023,122,12/25/2023,995
AL5048,8/30/2023,123,9/14/2023,996
AL5049,8/26/2023,124,9/7/2023,997
AL5050,10/9/2023,125,10/23/2023,998
AL5051,7/17/2023,126,7/31/2023,999
AL5052,11/9/2023,127,11/23/2023,1000
AL5053,6/13/2023,128,6/23/2023,1001
AL5054,2/10/2023,129,2/23/2023,1002
AL5055,9/22/2023,130,10/2/2023,1003
AL5056,7/22/2023,131,8/3/2023,1004
AL5057,2/3/2023,132,2/17/2023,1005
AL5058,11/7/2023,133,11/20/2023,1006
AL5059,1/20/2023,134,1/30/2023,1007
AL5060,10/12/2023,135,10/26/2023,1008
AL5061,1/10/2023,136,1/24/2023,1009
AL5062,11/20/2023,137,12/4/2023,1010
AL5063,4/29/2023,138,5/13/2023,1011
AL5064,6/30/2023,139,7/12/2023,1012
AL5065,11/20/2023,140,12/2/2023,1013
AL5066,1/7/2023,141,1/19/2023,1014
AL5067,9/11/2023,142,9/24/2023,1015
AL5068,9/25/2023,143,10/9/2023,1016
AL5069,5/7/2023,144,5/18/2023,1017
AL5070,11/1/2023,145,11/16/2023,1018
AL5071,5/21/2023,146,6/2/2023,1019
AL5072,11/2/2023,147,11/17/2023,1020
AL5073,1/4/2023,148,1/19/2023,1021
AL5074,2/28/2023,149,3/14/2023,1022
AL5075,1/24/2023,150,2/8/2023,1023
AL5076,4/11/2023,151,4/21/2023,1024
AL5077,7/7/2023,152,7/19/2023,1025
AL5078,8/6/2023,153,8/19/2023,1026
AL5079,10/10/2023,154,10/23/2023,1027
AL5080,8/18/2023,155,8/30/2023,1028
AL5081,10/20/2023,156,10/30/2023,1029
AL5082,8/18/2023,157,8/31/2023,1030
AL5083,7/31/2023,158,8/12/2023,1031
AL5084,9/8/2023,159,9/18/2023,1032
AL5085,1/1/2024,160,1/15/2024,1033
AL5086,12/20/2023,161,1/4/2024,1034
AL5087,9/4/2023,162,9/19/2023,1035
AL5088,4/11/2023,163,4/22/2023,1036
AL5089,1/2/2023,164,1/17/2023,1037
AL5090,7/23/2023,165,8/3/2023,1038
AL5091,2/5/2023,166,2/18/2023,1039
AL5092,12/21/2023,167,1/2/2024,1040
AL5093,12/26/2023,168,1/6/2024,1041
AL5094,5/3/2023,169,5/17/2023,1042
AL5095,8/12/2023,170,8/23/2023,1043
AL5096,5/19/2023,171,5/30/2023,1044
AL5097,4/18/2023,172,4/30/2023,1045
AL5098,7/21/2023,173,8/2/2023,1046
AL5099,1/14/2023,174,1/24/2023,1047
AL5100,9/11/2023,175,9/21/2023,1048
AL5101,4/9/2023,176,4/23/2023,1049
AL5102,12/16/2023,177,12/28/2023,1050
AL5103,8/3/2023,178,8/13/2023,1051
AL5104,3/18/2023,179,3/28/2023,1052
AL5105,10/10/2023,180,10/23/2023,1053
AL5106,2/4/2023,181,2/14/2023,1054
AL5107,10/20/2023,182,11/3/2023,1055
AL5108,7/30/2023,183,8/10/2023,1056
AL5109,1/25/2023,184,2/8/2023,1057
AL5110,9/7/2023,185,9/19/2023,1058
AL5111,10/24/2023,186,11/5/2023,1059
AL5112,12/9/2023,187,12/21/2023,1060
AL5113,9/27/2023,188,10/12/2023,1061
AL5114,2/15/2023,189,3/1/2023,1062
AL5115,3/28/2023,190,4/9/2023,1063
AL5116,9/21/2023,191,10/3/2023,1064
AL5117,7/9/2023,192,7/24/2023,1065
AL5118,8/2/2023,193,8/13/2023,1066
AL5119,1/14/2023,194,1/24/2023,1067
AL5120,6/25/2023,195,7/6/2023,1068
AL5121,10/30/2023,196,11/14/2023,1069
AL5122,10/1/2023,197,10/15/2023,1070
AL5123,9/15/2023,1,9/25/2023,1071
AL5124,8/28/2023,2,9/7/2023,1072
AL5125,12/7/2023,3,12/17/2023,1073
AL5126,1/27/2023,4,2/6/2023,1074
AL5127,8/7/2023,5,8/19/2023,1075
AL5128,4/2/2023,6,4/15/2023,1076
AL5129,3/19/2023,7,3/31/2023,1077
AL5130,7/31/2023,8,8/11/2023,1078
AL5131,7/18/2023,9,8/1/2023,1079
AL5132,5/29/2023,10,6/8/2023,1080
AL5133,11/11/2023,11,11/23/2023,1081
AL5134,3/20/2023,12,4/2/2023,1082
AL5135,12/7/2023,13,12/22/2023,1083
AL5136,11/13/2023,14,11/23/2023,1084
AL5137,3/26/2023,15,4/6/2023,1085
AL5138,6/4/2023,16,6/14/2023,1086
AL5139,4/10/2023,17,4/21/2023,1087
AL5140,7/13/2023,18,7/28/2023,1088
AL5141,1/25/2023,19,2/4/2023,1089
AL5142,5/15/2023,20,5/27/2023,1090
AL5143,7/20/2023,21,8/1/2023,1091
AL5144,2/3/2023,22,2/16/2023,1092
AL5145,10/30/2023,23,11/13/2023,1093
AL5146,5/4/2023,24,5/17/2023,1094
AL5147,10/23/2023,25,11/4/2023,1095
AL5148,5/2/2023,26,5/17/2023,1096
AL5149,7/19/2023,27,8/3/2023,1097
AL5150,9/2/2023,28,9/12/2023,1098
AL5151,7/8/2023,29,7/19/2023,1099
AL5152,12/4/2023,30,12/17/2023,1100
AL5153,5/27/2023,31,6/8/2023,1101
AL5154,9/10/2023,32,9/22/2023,1102
AL5155,3/25/2023,33,4/9/2023,1103
AL5156,7/1/2023,34,7/14/2023,1104
AL5157,8/3/2023,35,8/13/2023,1105
AL5158,3/4/2023,36,3/14/2023,1106
AL5159,1/24/2023,37,2/5/2023,1107
AL5160,11/16/2023,38,11/28/2023,1108
AL5161,1/10/2023,39,1/20/2023,1109
AL5162,11/28/2023,40,12/12/2023,1110
AL5163,4/7/2023,41,4/22/2023,1111
AL5164,1/5/2023,42,1/20/2023,1112
AL5165,9/28/2023,43,10/10/2023,1113
AL5166,11/27/2023,44,12/10/2023,1114
AL5167,3/18/2023,45,3/30/2023,1115
AL5168,9/18/2023,46,9/30/2023,1116
AL5169,9/25/2023,47,10/7/2023,1117
AL5170,5/31/2023,48,6/10/2023,1118
AL5171,11/21/2023,49,12/1/2023,1119
AL5172,3/9/2023,50,3/21/2023,1120
AL5173,4/8/2023,51,4/23/2023,1121
AL5174,7/11/2023,52,7/25/2023,1122
AL5175,5/16/2023,53,5/28/2023,1123
AL5176,11/7/2023,54,11/21/2023,1124
AL5177,4/24/2023,55,5/5/2023,1125
AL5178,9/7/2023,56,9/21/2023,1126
AL5179,7/9/2023,57,7/20/2023,1127
AL5180,12/27/2023,58,1/7/2024,1128
AL5181,4/13/2023,59,4/24/2023,1129
AL5182,9/14/2023,60,9/27/2023,1130
AL5183,6/13/2023,61,6/27/2023,1131
AL5184,2/26/2023,62,3/13/2023,1132
AL5185,10/31/2023,63,11/14/2023,1133
AL5186,9/6/2023,64,9/18/2023,1134
AL5187,1/10/2023,65,1/22/2023,1135
AL5188,5/8/2023,66,5/22/2023,1136
AL5189,1/21/2023,67,2/3/2023,1137
AL5190,12/11/2023,68,12/25/2023,1138
AL5191,11/27/2023,69,12/11/2023,1139
AL5192,8/28/2023,70,9/10/2023,1140
AL5193,1/28/2023,71,2/10/2023,1141
AL5194,8/11/2023,72,8/25/2023,1142
AL5195,6/4/2023,73,6/14/2023,1143
AL5196,6/2/2023,74,6/16/2023,1144
AL5197,3/4/2023,75,3/18/2023,1145
AL5198,3/10/2023,76,3/24/2023,1146
AL5199,1/26/2023,77,2/6/2023,1147
AL5200,9/19/2023,78,9/29/2023,1148
AL5201,6/8/2023,79,6/19/2023,1149
AL5202,6/21/2023,80,7/2/2023,1150
AL5203,4/28/2023,81,5/11/2023,1151
AL5204,7/8/2023,82,7/22/2023,1152
AL5205,4/10/2023,83,4/24/2023,1153
AL5206,4/13/2023,84,4/24/2023,1154
AL5207,7/13/2023,85,7/28/2023,1155
AL5208,11/28/2023,86,12/12/2023,1156
AL5209,2/27/2023,87,3/10/2023,1157
AL5210,2/18/2023,88,3/5/2023,1158
AL5211,2/26/2023,89,3/13/2023,1159
AL5212,12/15/2023,90,12/27/2023,1160
AL5213,7/30/2023,91,8/13/2023,1161
AL5214,9/22/2023,92,10/7/2023,1162
AL5215,9/22/2023,93,10/6/2023,1163
AL5216,2/13/2023,94,2/24/2023,1164
AL5217,5/7/2023,95,5/22/2023,1165
AL5218,11/22/2023,96,12/3/2023,1166
AL5219,5/23/2023,97,6/4/2023,1167
AL5220,1/14/2023,98,1/29/2023,1168
AL5221,5/9/2023,99,5/23/2023,1169
AL5222,11/16/2023,100,11/27/2023,1170
AL5223,12/30/2023,101,1/10/2024,1171
AL5224,10/3/2023,102,10/18/2023,1172
AL5225,1/13/2023,103,1/26/2023,1173
AL5226,7/26/2023,104,8/5/2023,1174
AL5227,11/8/2023,105,11/20/2023,1175
AL5228,10/10/2023,106,10/22/2023,1176
AL5229,6/12/2023,107,6/24/2023,1177
AL5230,12/30/2023,108,1/10/2024,1178
AL5231,7/19/2023,109,8/1/2023,1179
AL5232,3/9/2023,110,3/21/2023,1180
AL5233,7/26/2023,111,8/7/2023,1181
AL5234,5/14/2023,112,5/24/2023,1182
AL5235,1/12/2023,113,1/22/2023,1183
AL5236,4/16/2023,114,4/29/2023,1184
AL5237,7/22/2023,115,8/4/2023,1185
AL5238,6/11/2023,116,6/21/2023,1186
AL5239,7/11/2023,117,7/25/2023,1187
AL5240,5/20/2023,118,6/4/2023,1188
AL5241,5/23/2023,119,6/5/2023,1189
AL5242,10/28/2023,120,11/8/2023,1190
AL5243,5/21/2023,121,6/3/2023,1191
AL5244,4/11/2023,122,4/21/2023,1192
AL5245,3/16/2023,123,3/26/2023,1193
AL5246,8/5/2023,124,8/20/2023,1194
AL5247,2/25/2023,125,3/7/2023,1195
AL5248,8/30/2023,126,9/9/2023,1196
AL5249,6/26/2023,127,7/10/2023,1197
AL5250,3/31/2023,128,4/15/2023,1198
AL5251,12/30/2023,129,1/12/2024,1199
AL5252,8/3/2023,130,8/17/2023,1200
AL5253,9/20/2023,131,10/2/2023,1201
AL5254,4/27/2023,132,5/10/2023,1202
AL5255,7/4/2023,133,7/19/2023,1203
AL5256,10/7/2023,134,10/20/2023,1204
AL5257,12/14/2023,135,12/27/2023,1205
AL5258,1/19/2023,136,2/2/2023,1206
AL5259,1/13/2023,137,1/24/2023,1207
AL5260,8/11/2023,138,8/23/2023,1208
AL5261,12/13/2023,139,12/23/2023,1209
AL5262,11/10/2023,140,11/20/2023,1210
AL5263,6/2/2023,141,6/17/2023,1211
AL5264,10/21/2023,142,10/31/2023,1212
AL5265,2/6/2023,143,2/17/2023,1213
AL5266,7/25/2023,144,8/6/2023,1214
AL5267,11/9/2023,145,11/19/2023,1215
AL5268,3/17/2023,146,3/27/2023,1216
AL5269,9/23/2023,147,10/8/2023,1217
AL5270,3/3/2023,148,3/13/2023,1218
AL5271,6/25/2023,149,7/9/2023,1219
AL5272,4/10/2023,150,4/25/2023,1220
AL5273,7/24/2023,151,8/4/2023,1221
AL5274,8/5/2023,152,8/19/2023,1222
AL5275,5/23/2023,153,6/5/2023,1223
AL5276,9/24/2023,154,10/9/2023,1224
AL5277,8/27/2023,155,9/7/2023,1225
AL5278,4/15/2023,156,4/25/2023,1226
AL5279,7/17/2023,157,7/29/2023,1227
AL5280,6/30/2023,158,7/15/2023,1228
AL5281,7/26/2023,159,8/5/2023,1229
AL5282,8/25/2023,160,9/6/2023,1230
