EquipmentName,EquipmentCode,RegulationID,DepartmentID,UserID
"Cuff, Pusher, Wheelchair",INC,R003,84,413
"Sling, Overhead Suspension, Wheelchair",INE,R004,85,414
"Scale, Platform, Wheelchair",INF,R005,86,415
"Elevator, Wheelchair, Portable",ING,R006,87,416
"Vehicle, Motorized 3-Wheeled",INI,R007,88,417
"Stretcher, Wheeled, Powered",INK,R008,89,418
"Chair, With Casters",INM,R009,90,419
"Chair, Adjustable, Mechanical",INN,R010,91,420
"Chair, Positioning, Electric",INO,R011,92,421
"Tips And Pads, Cane, Crutch And Walker",INP,R012,93,422
"Table, Powered",INQ,R013,94,423
Plinth,INT,R014,95,424
"Table, Mechanical",INW,R015,96,425
"Bed, Air Fluidized",INX,R016,97,426
"Bed, Patient Rotation, Manual",INY,R017,98,427
"Diathermy, Microwave, For Use In Applying Therapeutic Deep Heat",IOA,R018,99,428
"Lamp, Infrared, Non Heating",IOB,R019,100,429
"Components, Exercise",IOD,R020,101,430
"Bars, Parallel, Exercise",IOE,R021,102,431
"Treadmill, Mechanical",IOG,R022,103,432
"Treadmill, Powered",IOL,R023,104,433
"Exerciser, Non-Measuring",ION,R024,105,434
"Bed, Flotation Therapy, Powered",IOQ,R025,106,435
"Wheelchair, Mechanical",IOR,R026,107,436
"Support, Arm",IOY,R027,108,437
"Splint, Abduction, Congenital Hip Dislocation",IOZ,R028,109,438
"Stimulator, Muscle, Powered",IPF,R029,110,439
"Shoe, Cast",IPG,R030,111,440
"Wheelchair, Standup",IPL,R001,112,441
"Cover, Limb",IPM,R002,113,442
"Orthosis, Pneumatic Structure, Rigid",IPO,R003,114,443
Crutch,IPR,R004,115,444
Cane,IPS,R005,116,445
"Orthosis, Thoracic",IPT,R006,117,446
"Orthosis, Sacroiliac, Soft",IPW,R007,118,447
"Orthosis, Rib Fracture, Soft",IPX,R008,119,448
"Orthosis, Lumbo-Sacral",IPY,R009,120,449
"System, Environmental Control, Powered",IQA,R010,121,450
"Belt, Wheelchair",IQB,R011,122,451
"Wheelchair, Special Grade",IQC,R012,123,452
"Orthosis, Lumbar",IQE,R013,124,453
"Orthosis, Cervical-Thoracic, Rigid",IQF,R014,125,454
"Orthosis, Limb Brace",IQI,R015,126,455
"Splint, Clavicle",IQJ,R016,127,456
"Orthosis, Cervical",IQK,R017,128,457
"Splint, Temporary Training",IQM,R018,129,458
"Device, Prosthesis Alignment",IQO,R019,130,459
"Rotator, Transverse",IQP,R020,131,460
"Joint, Shoulder, External Limb Component",IQQ,R021,132,461
"Hook, External Limb Component, Powered",IQW,R022,133,462
"Hook, External Limb Component, Mechanical",IQX,R023,134,463
"Hand, External Limb Component, Powered",IQZ,R024,135,464
"Hand, External Limb Component, Mechanical",IRA,R025,136,465
"Joint, Elbow, External Limb Component, Mechanical",IRD,R026,137,466
"Joint, Elbow, External Limb Component, Powered",IRE,R027,138,467
"Device, Warning, Overload, External Limb, Powered",IRN,R028,139,468
"Vibrator, Therapeutic",IRO,R029,140,469
"Massager, Powered Inflatable Tube",IRP,R030,141,470
"Unit, Heating, Powered",IRQ,R001,142,471
"Bars, Parallel, Powered",IRR,R002,143,472
"Head Halter, Traction",IRS,R003,144,473
"Pad, Heating, Powered",IRT,R004,145,474
"Massager, Therapeutic, Electric",ISA,R005,146,475
"Stimulator, Muscle, Diagnostic",ISB,R006,147,476
"Exerciser, Measuring",ISD,R007,148,477
"Component, External, Limb, Ankle/Foot",ISH,R008,149,478
"Joint, Hip, External Limb Component",ISL,R009,150,479
"Pylon, Post Surgical",ISM,R010,151,480
Cable,ISN,R011,152,481
"Valve, Prosthesis",ISP,R012,153,482
"Band Or Belt, Pelvic Support",ISR,R013,154,483
"Prosthesis, Thigh Socket, External Component",ISS,R014,155,484
"Assembly, Knee/Shank/Ankle/Foot, External",ISW,R015,156,485
"Joint, Knee, External Limb Component",ISY,R016,157,486
"Unit, Wrist, External Limb Component, Mechanical",ISZ,R017,158,487
"Stirrup, External Brace Component",ITC,R018,159,488
"Bandage, Cast",ITG,R019,160,489
"Equipment, Traction, Powered",ITH,R020,161,490
"Wheelchair, Powered",ITI,R021,162,491
"Walker, Mechanical",ITJ,R022,163,492
"Cage, Knee",ITM,R023,164,493
"Splint, Denis Brown",ITN,R024,165,494
"Twister, Brace Setting",ITO,R025,166,495
"Joint, Knee, External Brace",ITQ,R026,167,496
"Joint, Hip, External Brace",ITS,R027,168,497
"Joint, Ankle, External Brace",ITW,R028,169,498
"Exerciser, Finger, Powered",JFA,R029,170,499
"Table, Physical Therapy, Multi Function",JFB,R030,171,1
"System, Pressure Measurement, Intermittent",JFC,R001,172,2
"Assembly, Shoulder/Elbow/Forearm/Wrist/Hand, Mechanical",KFT,R002,173,3
"Assembly, Shoulder/Elbow/Forearm/Wrist/Hand, Powered",KFW,R003,174,4
"Assembly, Thigh/Knee/Shank/Ankle/Foot, External",KFX,R004,175,5
"Unit, Wrist, External Limb Component, Powered",KGH,R005,176,6
"Platform, Force-Measuring",KHX,R006,177,7
"Cane, Safety Walk",KHY,R007,178,8
"Cushion, Flotation",KIC,R008,179,9
"Restraint, Wheelchair, Non-Protective",KID,R009,180,10
"Board, Scooter, Prone",KNL,R010,181,11
"Device, Pressure Applying",KNM,R011,182,12
"Components, Wheelchair",KNN,R012,183,13
"Accessories, Wheelchair",KNO,R013,184,14
"Orthosis, Corrective Shoe",KNP,R014,185,15
"Device, Iontophoresis, Specific Uses",KTB,R015,186,16
"Bath, Sitz, Nonpowered",KTC,R016,187,17
"Orthosis, Abdominal",KTD,R017,188,18
"Stroller, Adaptive",LBE,R018,189,19
"Device, Fluidized Therapy, Dry Heat",LBG,R019,190,20
"Unit, Activation, Breath Control",LFF,R020,191,21
"Unit, Fluidotherapy",LSB,R021,192,22
"Diathermy, Ultrasonic, For Use Other Than Applying Therapeutic Deep Heat",LXF,R022,193,23
Interactive Rehabilitation Exercise Devices,LXJ,R023,194,24
"Massager, Therapeutic, Manual",LYG,R024,195,25
"Orthosis, Moldable, Supportive, Skin Protective",MNE,R025,196,26
"Cushion, Flotation, Therapeutic",MOC,R026,197,27
Infant Heel Warmer (Chemical Heat Pack),MPO,R027,1,28
"Orthosis, Truncal/Orthosis, Limb",MRI,R028,2,29
"Helmet, Cranial, For Protective Use",NDA,R029,3,30
"Stimulator, Muscle, Powered, For Muscle Conditioning",NGX,R030,4,31
"Monitor, Orthotic/Prosthetic",NHF,R001,5,32
Powered Light Based Laser Non-Thermal Instrument With Non-Heating Effect For Adjunctive Use In Pain Therapy,NHN,R002,6,33
"Orthosis, Truncal, For Dysmenorrhea",NJB,R003,7,34
"Walker, Mechanical, Poly Vinyl Chloride (Pvc)",NXE,R004,8,35
"Stimulator, Muscle, Powered, With Limited Output, For Rehabilitation",NYY,R005,9,36
"Stimulator, Muscle, Powered, With Limited Output, For Muscle Conditioning",NYZ,R006,10,37
"Exercise Equipment, Powered, Emg-Triggered",OAL,R007,11,38
"Orthosis, Foot Drop",OHI,R008,12,39
Adhesive Backed Thermal Skin Patches,OMW,R009,13,40
"Massager, Therapeutic, To Internally Massage Trigger Points In The Pelvic Floor Musculature",OSD,R010,14,41
Upper Extremity Prosthesis With Multiple Simultaneous Degrees Of Freedom And Controlled Via Cutaneous Electromyography,PAE,R011,15,42
Powered Stairway Chair Lift,PCD,R012,16,43
Permanently Mounted Wheelchair Platform Lift,PCE,R013,17,44
Stationary Ultrasonic Diathermy Device For Use In Applying Therapeutic Deep Heat,PFW,R014,18,45
Cold Pack And Vibrating Massager,PHW,R015,19,46
"Exerciser, Non-Measuring For Stroke Rehabilitation",PKS,R016,20,47
"Orthosis, Limb, For Back Pain",PMV,R017,21,48
Nonthermal Shortwave Therapy Device Indicated For Over The Counter Use For The Treatment Of Pain,PQY,R018,22,49
Shoe With Adjustable Sole Units,QDT,R019,23,50
"Interactive Rehabilitation Exercise Device, Prescription Use",QKC,R020,24,51
"Massager, Therapeutic, To Internally Massage Trigger Points In The Pelvic Floor Musculature, Prescription Use",QKD,R021,25,52
Adult Portable Bed Rails For Medical Purposes,QTC,R022,26,53
"Device, Sensing, Optical Contour",LDK,R023,27,54
"Stimulator, Functional Neuromuscular, Scoliosis",LWB,R024,28,55
"Manipulator, Plunger-Like Joint",LXM,R025,29,56
"Monitor, Spine Curvature",LZW,R026,30,57
Peripheral Electromagnetic Field (Pemf) To Aid Wound Healing,MBQ,R027,31,58
Vapocoolant Device,MLY,R028,32,59
"Stimulator, Autonomic Nerve, Implanted For Stroke Rehabilitation",QPY,R029,33,60
Cephalometer,EAG,R030,34,61
"Cone, Radiographic, Lead-Lined",EAH,R001,35,62
"Unit, X-Ray, Intraoral",EAP,R002,36,63
"Collimator, X-Ray",EHB,R003,37,64
"Unit, X-Ray, Extraoral With Timer",EHD,R004,38,65
"System, X-Ray, Extraoral Source, Digital",MUH,R005,39,66
Barium Enema Kit,FCD,R006,40,67
"System, Telethermographic, Infrared",IYM,R007,41,68
"System, Thermographic, Liquid Crystal, Powered (Adjunctive Use)",KXZ,R008,42,69
"System, Thermographic, Liquid Crystal, Nonpowered (Adjunctive Use)",KYA,R009,43,70
"System, Thermographic, Liquid Crystal",LHM,R010,44,71
"System, Telethermographic (Sole Diagnostic Screen)",LHP,R011,45,72
"System, Telethermographic (Adjunctive Use)",LHQ,R012,46,73
"System, Thermographic, Liquid Crystal (Sole Diagnostic Screen)",LHR,R013,47,74
"Doppler, Fetal, Ultrasound",LXE,R014,48,75
"Monitor, Fetal Doppler Ultrasound",MAA,R015,49,76
"Apron, Leaded",EAJ,R016,50,77
"Screen, Leaded, Operator Radiation Protector",EAK,R017,51,78
"Screen, Intensifying, Radiographic",EAM,R018,52,79
"Controller, Temperature, Radiographic",EGT,R019,53,80
"Dryer, Film, Radiographic",EGW,R020,54,81
"Processor, Radiographic-Film, Automatic, Dental",EGY,R021,55,82
"Chair, Pneumoencephalographic",HBK,R022,56,83
"Transducer, Ultrasonic, Diagnostic",ITX,R023,57,84
"Assembly, Tube Housing, X-Ray, Diagnostic",ITY,R024,58,85
"Assembly, Tube Housing, X-Ray, Therapeutic",ITZ,R025,59,86
"Source, Wire, Iridium, Radioactive",IWA,R026,60,87
"System, Radiation Therapy, Radionuclide",IWB,R027,61,88
"Device, Beam Limiting, Teletherapy, Radionuclide",IWD,R028,62,89
"Monitor, Patient Position, Light-Beam",IWE,R029,63,90
"Needle, Isotope, Gold, Titanium, Platinum",IWF,R030,64,91
"Seed, Isotope, Gold, Titanium, Platinum",IWG,R001,65,92
"Source, Teletherapy, Radionuclide",IWH,R002,66,93
"Source, Isotope, Sealed, Gold, Titanium, Platinum",IWI,R003,67,94
"System, Applicator, Radionuclide, Manual",IWJ,R004,68,95
"Cyclotron, Medical",IWK,R005,69,96
"System, Radiation Therapy, Neutron, Medical",IWL,R006,70,97
"Synchrotron, Medical",IWM,R007,71,98
"Cassette, Measurement, Ardran-Crooks",IWN,R008,72,99
"Apron, Protective",IWO,R009,73,100
Radiographic Protective Glove,IWP,R010,74,101
"Curtain, Protective, Radiographic",IWQ,R011,75,102
"Holder, Syringe, Lead",IWR,R012,76,103
"Shield, Eye, Radiological",IWS,R013,77,104
"Shield, Gonadal",IWT,R014,78,105
"Shield, Vial",IWW,R015,79,106
"Barrier, Control Panel, X-Ray, Movable",IWX,R016,80,107
"Holder, Head, Radiographic",IWY,R017,81,108
"Film, Radiographic",IWZ,R018,82,109
"Cassette, Radiographic Film",IXA,R019,83,110
"Illuminator, Radiographic-Film",IXC,R020,84,111
"Source, Calibration, Sealed, Nuclear",IXD,R021,85,112
"Test-Pattern, Radiographic",IXF,R022,86,113
"Phantom, Anthropomorphic, Radiographic",IXG,R023,87,114
"Camera, Focal Spot, Radiographic",IXH,R024,88,115
"Block, Beam-Shaping, Radiation Therapy",IXI,R025,89,116
"Grid, Radiographic",IXJ,R026,90,117
"System, Imaging, X-Ray, Electrostatic",IXK,R027,91,118
"Device, Spot-Film",IXL,R028,92,119
"Synchronizer, Ecg / Respirator, Radiographic",IXO,R029,93,120
"Table, Radiographic, Stationary Top",IXQ,R030,94,121
"Table, Radiographic, Tilting",IXR,R001,95,122
"Processor, Radiographic-Film, Automatic",IXW,R002,96,123
"Processor, Cine Film",IXX,R003,97,124
"Holder, Radiographic Cassette, Wall-Mounted",IXY,R004,98,125
"Tube Mount, X-Ray, Diagnostic",IYB,R005,99,126
"Generator, Orthovoltage, Therapeutic X-Ray",IYC,R006,100,127
"Generator, Low Voltage, Therapeutic X-Ray",IYD,R007,101,128
"Accelerator, Linear, Medical",IYE,R008,102,129
"Betatron, Medical",IYG,R009,103,130
"Generator, Dermatological (Grenz Ray), Therapeutic X-Ray",IYH,R010,104,131
"Collimator, Orthovoltage, Therapeutic X-Ray",IYI,R011,105,132
"Collimator, Low Voltage, Therapeutic X-Ray",IYJ,R012,106,133
"Collimator, High Voltage, Therapeutic X-Ray",IYK,R013,107,134
"Collimator, Dermatological, Therapeutic X-Ray",IYL,R014,108,135
"System, Imaging, Pulsed Doppler, Ultrasonic",IYN,R015,109,136
"System, Imaging, Pulsed Echo, Ultrasonic",IYO,R016,110,137
"Phantom, Anthropomorphic, Nuclear",IYP,R017,111,138
"Phantom, Flood Source, Nuclear",IYQ,R018,112,139
"System, Rebreathing, Radionuclide",IYT,R019,113,140
"Scanner, Rectilinear, Nuclear",IYW,R020,114,141
"Camera, Scintillation (Gamma)",IYX,R021,115,142
"Synchronizer, Electrocardiograph, Nuclear",IYY,R022,116,143
"Bed, Scanning, Nuclear",IYZ,R023,117,144
"Camera, Positron",IZC,R024,118,145
"Probe, Uptake, Nuclear",IZD,R025,119,146
"System, X-Ray, Tomographic",IZF,R026,120,147
"System, X-Ray, Photofluorographic",IZG,R027,121,148
"System, X-Ray, Mammographic",IZH,R028,122,149
"System, X-Ray, Angiographic",IZI,R029,123,150
"Camera, X-Ray, Fluorographic, Cine Or Spot",IZJ,R030,124,151
"System, X-Ray, Mobile",IZL,R001,125,152
"Generator, High-Voltage, X-Ray, Diagnostic",IZO,R002,126,153
"Programmer, Changer, Film/Cassette, Radiographic",IZP,R003,127,154
"Aperture, Radiographic",IZS,R004,128,155
"Cone, Radiographic",IZT,R005,129,156
"Collimator, Automatic, Radiographic",IZW,R006,130,157
"Collimator, Manual, Radiographic",IZX,R007,131,158
"Table, Radiographic, Non-Tilting, Powered",IZZ,R008,132,159
"System, X-Ray, Fluoroscopic, Image-Intensified",JAA,R009,133,160
"System, X-Ray, Fluoroscopic, Non-Image-Intensified",JAB,R010,134,161
"System, X-Ray, Film Marking, Radiographic",JAC,R011,135,162
"System, Therapeutic, X-Ray",JAD,R012,136,163
"Microtron, Medical",JAE,R013,137,164
"Monitor, Ultrasonic, Nonfetal",JAF,R014,138,165
"Illuminator, Radiographic-Film, Explosion-Proof",JAG,R015,139,166
"Couch, Radiation Therapy, Powered",JAI,R016,140,167
"System, X-Ray, Tomography, Computed",JAK,R017,141,168
"Scanner, Whole Body, Nuclear",JAM,R018,142,169
"Counter, Whole Body, Nuclear",JAN,R019,143,170
"Scanner, Fluorescent",JAO,R020,144,171
"System, Applicator, Radionuclide, Remote-Controlled",JAQ,R021,145,172
"Phantom, Test-Pattern, Radionuclide",JAR,R022,146,173
"System, Tomographic, Nuclear",JWM,R023,147,174
"Densitometer, Bone",KGI,R024,148,175
"System, Simulation, Radiation Therapy",KPQ,R025,149,176
"System, X-Ray, Stationary",KPR,R026,150,177
"System, Tomography, Computed, Emission",KPS,R027,151,178
"Calibrator, Dose, Radionuclide",KPT,R028,152,179
"Device, Beam Limiting, X-Ray, Diagnostic",KPW,R029,153,180
"Changer, Radiographic Film/Cassette",KPX,R030,154,181
"Shield, Protective, Personnel",KPY,R001,155,182
"Generator, High Voltage, X-Ray, Therapeutic",KPZ,R002,156,183
"Device, Beam Limiting, X-Ray, Therapeutic",KQA,R003,157,184
"Cradle, Patient, Radiologic",KXH,R004,158,185
"Table, Radiologic",KXJ,R005,159,186
"Source, Brachytherapy, Radionuclide",KXK,R006,160,187
Transilluminator (Diaphanoscope),LEK,R007,161,188
"System, Radiation Therapy, Charged-Particle, Medical",LHN,R008,162,189
"Instrument, Quality-Assurance, Radiologic",LHO,R009,163,190
"System, Image Processing, Radiological",LLZ,R010,164,191
"Digitizer, Image, Radiological",LMA,R011,165,192
"Device, Digital Image Storage, Radiological",LMB,R012,166,193
"Camera, Multi Format, Radiological",LMC,R013,167,194
"System, Digital Image Communications, Radiological",LMD,R014,168,195
"System, Nuclear Magnetic Resonance Imaging",LNH,R015,169,196
"System, Nuclear Magnetic Resonance Spectroscopic",LNI,R016,170,197
"Media, Reusable Image",LQA,R017,171,198
"Coil, Magnetic Resonance, Specialty",MOS,R018,172,199
Solid State X-Ray Imager (Flat Panel/Digital Imager),MQB,R019,173,200
Bone Sonometer,MUA,R020,174,201
"Full Field Digital, System, X-Ray, Mammographic",MUE,R021,175,202
"Media, Coupling, Ultrasound",MUI,R022,176,203
"System, Planning, Radiation Therapy Treatment",MUJ,R023,177,204
"Cabinet, X-Ray System",MWP,R024,178,205
Accessory - Film Dosimetry System,MWW,R025,179,206
"Analyzer, Medical Image",MYN,R026,180,207
"System, Imaging, Holography, Acoustic",NCS,R027,181,208
"Needle, Isotope, Reprocessed",NMP,R028,182,209
"Colon Computed Tomography System, Computer Aided Detection",NWE,R029,183,210
"Dosimeter, Ionizing Radiation, Implanted",NZT,R030,184,211
"X-Ray, Tomography, Computed, Dental",OAS,R001,185,212
"Lung Computed Tomography System, Computer-Aided Detection",OEB,R002,186,213
Arthrogram Tray,OII,R003,187,214
Biopsy Needle Guide Kit,OIJ,R004,188,215
Radiology Dental Tray,OIK,R005,189,216
Discography Kit,OIL,R006,190,217
Mri Disposable Kit,OIM,R007,191,218
Prostate Seeding Kit,OIN,R008,192,219
Radiographic Contrast Tray,OIO,R009,193,220
Radiology-Diagnostic Kit,OIP,R010,194,221
Chest X-Ray Computer Aided Detection,OMJ,R011,195,222
Conformal Brachytherapy Source,ONL,R012,196,223
"Diagnostic Ultrasonic Transducer, Robotic",OQQ,R013,197,224
Tomographic Imager Combining Emission Computed Tomography With Nuclear Magnetic Resonance,OUO,R014,1,225
Hydrogel Spacer,OVB,R015,2,226
Interventional Fluoroscopic X-Ray System,OWB,R016,3,227
"Image-Intensified Fluoroscopic X-Ray System, Mobile",OXO,R017,4,228
Liver Iron Concentration Imaging Companion Diagnostic For Deferasirox,PCS,R018,5,229
Prostate Immobilizer Rectal Balloon,PCT,R019,6,230
Cream For X-Ray Attenuation,PDK,R020,7,231
"Display, Diagnostic Radiology",PGY,R021,8,232
Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,POK,R022,9,233
Radiological Computer-Assisted Triage And Notification Software,QAS,R023,10,234
Radiological Computer Assisted Detection/Diagnosis Software For Fracture,QBS,R024,11,235
Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,QDQ,R025,12,236
Radiological Computer-Assisted Prioritization Software For Lesions,QFM,R026,13,237
X-Ray Angiographic Imaging Based Coronary Vascular Simulation Software Device,QHA,R027,14,238
Fluoroscopic X-Ray Image Intensifier,QHX,R028,15,239
Solid State Fluoroscopic X-Ray Imager,QHY,R029,16,240
Automated Radiological Image Processing Software,QIH,R030,17,241
Image Acquisition And/Or Optimization Guided By Artificial Intelligence,QJU,R001,18,242
Radiological Image Processing Software For Radiation Therapy,QKB,R002,19,243
Radiation Therapy Marking Device,QRN,R003,20,244
Radiological Image Processing Software For Ablation Therapy Planning And Evaluation,QTZ,R004,21,245
Phase-Changing Fiducial Marker For Radiation Therapy,QUV,R005,22,246
Fludeoxyglucose F18-Guided Radiation Therapy System,QVA,R006,23,247
Radiological Machine Learning Based Quantitative Imaging Software With Change Control Plan,QVD,R007,24,248
"Cabinet, Emission Computed Tomography System",QXL,R008,25,249
Vaginal Hydrogel Packing System,QXR,R009,26,250
C-Arm Fluoroscopic X-Ray System,RCC,R010,27,251
X-Ray Field Indicator Light (Laser),RGC,R011,28,252
"Medium, Contrast, Radiologic",KTA,R012,29,253
"Applicator, Hyperthermia, Interstitial",LMZ,R013,30,254
"Applicator, Hyperthermia, Deep Heating, Ultrasound",LNB,R014,31,255
"Applicator, Hyperthermia, Superficial, Rf/Microwave",LNC,R015,32,256
"System, Rf/Microwave Hyperthermia, Cancer Treatment",LOC,R016,33,257
"Ultrasound, Hyperthermia, Cancer Treatment",LSY,R017,34,258
"Contrast Media, Ultrasound",MJS,R018,35,259
"Irradiator, Blood To Prevent Graft Versus Host Disease",MOT,R019,36,260
"Tester, Acoustic, Bone Quality",NAN,R020,37,261
Microspheres Radionuclide,NAW,R021,38,262
"Imager, Breast, Electrical Impedance",NCL,R022,39,263
Cross-Sectional Mammographic Xray System,OLQ,R023,40,264
Digital Breast Tomosynthesis,OTE,R024,41,265
Automated Breast Ultrasound,PAA,R025,42,266
Optoacoustic Imaging System,QNK,R026,43,267
"Generator, Measurement, And/Or Delivery System For Hyperpolarized Mr Imaging Agents And Accessories, Cder Or Cber-Led",QVW,R027,44,268
Burn Resuscitation Decision Support Software,PDT,R028,45,269
"Elastomer, Silicone Block",MIB,R029,46,270
"Implant, Muscle, Pectoralis",MIC,R030,47,271
"Truss, Umbilical",EXM,R001,48,272
"Tray, Irrigation, Sterile",EYN,R002,49,273
"Trocar, Gastro-Urology",FBQ,R003,50,274
"Apparatus, Pneumoperitoneum, Automatic",FDP,R004,51,275
Peritoneoscope,GCG,R005,52,276
"Mediastinoscope, Diagnostic",GCH,R006,53,277
"Laryngoscope, Endoscope",GCI,R007,54,278
"Laparoscope, General & Plastic Surgery",GCJ,R008,55,279
"Instrument, Biopsy",KNW,R009,56,280
"Device, Endoscopic Suturing",MFJ,R010,57,281
"System, Surgical, Computer Controlled Instrument",NAY,R011,58,282
"Device, Telemedicine, Robotic",NEQ,R012,59,283
"Balloon, Liver Tamponade",NGU,R013,60,284
"Transurethral Electrosurgical Unit, Benign Prostatic Hyperplasia",OEJ,R014,61,285
"Water-Induced Thermotherapy System, Benign Prostatic Hyperplasia",OEK,R015,62,286
Laparoscopic Single Port Access Device,OTJ,R016,63,287
Confocal Optical Imaging,OWN,R017,64,288
Mobile / Tablet Software Application To Control Settings Of Surgical And Endoscopic Camera,QGY,R018,65,289
"System, Surgical, Computer Controlled Instrument, Remanufactured",QSM,R019,66,290
"Strip, Adhesive, Closure, Skin",FPX,R020,67,291
"Sheet, Burn",FPY,R021,68,292
"Stapler, Surgical",GAG,R022,69,293
"Tape And Bandage, Adhesive",KGX,R023,70,294
"Bandage, Liquid",KMF,R024,71,295
I.V. Start Kit,LRS,R025,72,296
"Counter, Sponge, Surgical",LWH,R026,73,297
Wound Dressing Kit,MCY,R027,74,298
"Dressing, Compression",MHW,R028,75,299
"Bandage, Liquid, Skin Protectant",NEC,R029,76,300
Dressing Change Tray,OXQ,R030,77,301
Image Processing Device For Estimation Of External Blood Loss,PBZ,R001,78,302
"Tape And Bandage, Adhesive, Adjustable Closing Mechanism, Otc Use",PYO,R002,79,303
"Stapler, Skin",QQS,R003,80,304
"Tracking, Soft Tissue, Intraoperative",OEW,R004,81,305
Computer Assisted Hair Harvesting System,ONA,R005,82,306
"Expander, Breast, External",MWZ,R006,83,307
"Light, Lymphedema Reduction, Low Energy",NZY,R007,84,308
"Laser, Comb, Hair",OAP,R008,85,309
Over The Counter Thermal Treatment For Acne.,OZC,R009,86,310
"System, Imaging, Optical Coherence Tomography (Oct)",NQQ,R010,87,311
Post Breast Biopsy Hemostatic Breast Compression Device,POY,R011,88,312
"Pump, Portable, Aspiration (Manual Or Powered)",BTA,R012,89,313
"Board, Arm (With Cover), Sterile",BTX,R013,90,314
"Unit, Electrosurgical And Coagulation, With Accessories",BWA,R014,91,315
"Table And Attachments, Operating-Room",BWN,R015,92,316
"Shoe And Shoe Cover, Conductive",BWP,R016,93,317
Electrosurgical Device,DWG,R017,94,318
"Blade, Saw, Surgical, Cardiovascular",DWH,R018,95,319
"Saw, Electrically Powered",DWI,R019,96,320
"Needle, Biopsy, Cardiovascular",DWO,R020,97,321
"Knife, Surgical",EMF,R021,98,322
"Microscope, Surgical",EPT,R022,99,323
"Support, Head, Surgical, Ent",EPW,R023,100,324
"Speculum, Ent",EPY,R024,101,325
"Polymer, Composite Synthetic Ptfe With Carbon-Fiber, Ent",ESF,R025,102,326
"Protector, Wound, Plastic",EYF,R026,103,327
"Tourniquet, Gastro-Urology",EYR,R027,104,328
"Mesh, Surgical, Metal",EZX,R028,105,329
"System, Cryosurgical, Liquid Nitrogen, For Urology",FAZ,R029,106,330
"Cannula, Injection",FGY,R030,107,331
"Apparatus, Suturing, Stomach And Intestinal",FHM,R001,108,332
"Needle, Gastro-Urology",FHR,R002,109,333
Single Use Only Blood Lancet With An Integral Sharps Injury Prevention Feature,FMK,R003,110,334
"Pad, Kelly",FNW,R004,111,335
"Table, Operating-Room, Ac-Powered",FQO,R005,112,336
"Lamp, Operating-Room",FQP,R006,113,337
"Table, Operating-Room, Manual",FSE,R007,114,338
"Tray, Surgical, Needle",FSH,R008,115,339
"Tray, Surgical, Instrument",FSM,R009,116,340
"Microscope, Surgical, General & Plastic Surgery",FSO,R010,117,341
"Loupe, Diagnostic/Surgical",FSP,R011,118,342
"Light, Surgical, Instrument",FSQ,R012,119,343
"Light, Surgical, Floor Standing",FSS,R013,120,344
"Light, Surgical, Fiberoptic",FST,R014,121,345
"Light, Surgical, Endoscopic",FSW,R015,122,346
"Light, Surgical, Connector",FSX,R016,123,347
"Light, Surgical, Ceiling Mounted",FSY,R017,124,348
"Light, Surgical, Carrier",FSZ,R018,125,349
"Light, Surgical, Accessories",FTA,R019,126,350
"Light, Ultraviolet, Dermatological",FTC,R020,127,351
"Lamp, Surgical",FTD,R021,128,352
"Illuminator, Non-Remote",FTF,R022,129,353
"Illuminator, Remote",FTG,R023,130,354
"Camera, Still, Microsurgical",FTH,R024,131,355
"Mesh, Surgical, Polymeric",FTL,R025,132,356
"Mesh, Surgical",FTM,R026,133,357
Plastic Surgery And Accessories Kit,FTN,R027,134,358
"Prosthesis, Breast, Noninflatable, Internal, Silicone Gel-Filled",FTR,R028,135,359
"Camera, Cine, Endoscopic, With Audio",FTS,R029,136,360
"Camera, Still, Surgical",FTT,R030,137,361
"Mirror, General & Plastic Surgery",FTX,R001,138,362
"Tape, Measuring, Rulers And Calipers",FTY,R002,139,363
"Camera, Television, Surgical, Without Audio",FWB,R003,140,364
"Camera, Television, Surgical, With Audio",FWC,R004,141,365
"Camera, Television, Microsurgical, Without Audio",FWD,R005,142,366
"Camera, Television, Microsurgical, With Audio",FWE,R006,143,367
"Camera, Television, Endoscopic, Without Audio",FWF,R007,144,368
"Camera, Television, Endoscopic, With Audio",FWG,R008,145,369
"Camera, Cine, Surgical, Without Audio",FWH,R009,146,370
"Camera, Cine, Surgical, With Audio",FWI,R010,147,371
"Camera, Cine, Microsurgical, Without Audio",FWJ,R011,148,372
"Camera, Cine, Microsurgical, With Audio",FWK,R012,149,373
"Camera, Cine, Endoscopic, Without Audio",FWL,R013,150,374
"Prosthesis, Breast, Inflatable, Internal, Saline",FWM,R014,151,375
"Prosthesis, Chin, Internal",FWP,R015,152,376
"Table, Operating-Room, Pneumatic",FWW,R016,153,377
"Table, Operating-Room, Mechanical",FWX,R017,154,378
"Table, Operating-Room, Non-Electrical",FWY,R018,155,379
Operating Room Accessories Table Tray,FWZ,R019,156,380
"Speculum, Non-Illuminated",FXE,R020,157,381
"Speculum, Illuminated",FXF,R021,158,382
Specula Accessories,FXG,R022,159,383
"Camera, Still, Endoscopic",FXM,R023,160,384
"Tape, Camera, Surgical",FXN,R024,161,385
"Lens, Camera, Surgical",FXQ,R025,162,386
