OrderName,Description,ItemCode,ItemDescription,PartDescription,SupplierID,EquipmentID,TotalCost,Quantity
Anesthesia Cabinet,Description for Anesthesia Cabinet,BP0004,Cables/ Lead Wires (or any part of it),Oxytip Interconnect Cable,337,4608,1425.357407,9
"Valve, Pulmonary","Description for Valve, Pulmonary",BP0004,Cables/ Lead Wires (or any part of it),SPO2 Extension Cable,338,4044,3897.467284,7
"Catheter, Suction, Tracheobronchial, Reprocessed","Description for Catheter, Suction, Tracheobronchial, Reprocessed",BP0004,Cables/ Lead Wires (or any part of it),EXTENSION CABLE TS-M3,339,3047,4455.097417,2
"Support, Patient Position","Description for Support, Patient Position",BP0004,Cables/ Lead Wires (or any part of it),EXTENSION CABLE TS-N3,340,2819,2976.938542,2
"Oximeter, Ear","Description for Oximeter, Ear",BP0004,Cables/ Lead Wires (or any part of it),NOVAMETRIX SPO2 CABLE ADAPTOR NOR,341,3124,2064.727187,4
"Calibrator, Volume, Gas Calibrator, Pressure, Gas","Description for Calibrator, Volume, Gas Calibrator, Pressure, Gas",BP0004,Cables/ Lead Wires (or any part of it),3 Lead Wire Set,342,720,705.6849223,5
"Cuff, Tracheal Tube, Inflatable Filter","Description for Cuff, Tracheal Tube, Inflatable Filter",BP0004,Cables/ Lead Wires (or any part of it),SPACELAB 3 Lead Ecg Trunk Cable,343,4526,4621.330115,9
"Anesthesia Conduction Kit Monitor, Air Embolism, Ultrasonic","Description for Anesthesia Conduction Kit Monitor, Air Embolism, Ultrasonic",BP0004,Cables/ Lead Wires (or any part of it),3 Lead Ecg Shilded Patient Cable For Pcms Only,344,5827,847.960187,7
"Flowmeter, Nonback-Pressure Compensated, Bourdon Gauge","Description for Flowmeter, Nonback-Pressure Compensated, Bourdon Gauge",BP0004,Cables/ Lead Wires (or any part of it),5 Lead Ecg Shilded Patient Cable For 90600/90700,345,426,2629.496155,2
"Porter Silber Hydrazone, 17-Hydroxycorticosteroids","Description for Porter Silber Hydrazone, 17-Hydroxycorticosteroids",BP0004,Cables/ Lead Wires (or any part of it),Ecg Cable,346,2693,714.4951051,6
"Monitor, Oxygen, Cutaneous, For Uses Other Than For Infant Not Under Gas Anesthesia","Description for Monitor, Oxygen, Cutaneous, For Uses Other Than For Infant Not Under Gas Anesthesia",BP0004,Cables/ Lead Wires (or any part of it),SPO2 Extension Cable,347,3963,1248.329413,2
"Analyzer, Oxyhemoglobin Concentration, Blood-Phase, Indwelling","Description for Analyzer, Oxyhemoglobin Concentration, Blood-Phase, Indwelling",BP0025,Sensors/ Detectors,Oxygen Sensor C-1,348,3121,3820.540282,1
"Analyzer, Nitrogen Dioxide","Description for Analyzer, Nitrogen Dioxide",BP0025,Sensors/ Detectors,Flow Sensor Q2 W/Eprom,349,5014,2167.872378,5
Chromatography Separation/Zimmerman 17-Ketogenic Steroids,Description for Chromatography Separation/Zimmerman 17-Ketogenic Steroids,BP0025,Sensors/ Detectors,Exhalation Sensor (Q3/T3),350,5800,1500.350314,10
Positive Airway Pressure System,Description for Positive Airway Pressure System,BP0025,Sensors/ Detectors,DATEX OHMEDA FLOW SENSOR 1503-3856-000 (PENDEK),351,1351,2293.110986,5
"Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)","Description for Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)",BP0025,Sensors/ Detectors,Skin Temperature Probe,352,1086,4097.587371,10
"Laryngoscope, Rigid","Description for Laryngoscope, Rigid",BP0025,Sensors/ Detectors,Oxytip Finger Sensor,353,464,500.519607,5
"Acid, Vanilmandelic, Diazo, P-Nitroaniline/Vanillin","Description for Acid, Vanilmandelic, Diazo, P-Nitroaniline/Vanillin",BP0025,Sensors/ Detectors,Spo2 Finger Sensor,354,2628,3351.72394,1
"Ventilator, Continuous, Facility Use","Description for Ventilator, Continuous, Facility Use",BP0022,Power Supply Unit (PCB or Module)/ Transfomer,Retrokit Power,355,2992,119.04243,3
"Attachment, Breathing, Positive End Expiratory Pressure","Description for Attachment, Breathing, Positive End Expiratory Pressure",BP0022,Power Supply Unit (PCB or Module)/ Transfomer,Power PCB Assembly,356,4373,4100.666558,9
"Analyzer, Nitric Oxide","Description for Analyzer, Nitric Oxide",BP0025,Sensors/ Detectors,Spo2 Reusable Finger Sensor Oxy-F4-H,357,5433,1881.976153,9
"Absorbent, Carbon-Dioxide","Description for Absorbent, Carbon-Dioxide",BP0023,PPM/ Service/Maintenance/ Repair Kits,PM KIT As/5,358,1908,2648.830663,6
"Porter Silber Hydrazone, 17-Hydroxycorticosteroids","Description for Porter Silber Hydrazone, 17-Hydroxycorticosteroids",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Display Board Pcb,359,5955,3604.62544,9
"Gas, Collecting Vessel","Description for Gas, Collecting Vessel",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Control PCB Assembly,360,508,4211.34922,5
"Analyzer, Nitrogen Dioxide","Description for Analyzer, Nitrogen Dioxide",BP0018,Motors/ Micromotors/ Carbon brushes,Fan Motor,361,5459,3310.387033,6
"Bag, Reservoir Compressor, Air, Portable","Description for Bag, Reservoir Compressor, Air, Portable",BP0025,Sensors/ Detectors,NOVAMETRIX SPO2 PROBE FINGER ADULT,362,4148,3614.077405,10
"Heater, Breathing System W/Wo Controller (Not Humidifier Or Nebulizer","Description for Heater, Breathing System W/Wo Controller (Not Humidifier Or Nebulizer",BP0011,Equipment Specific Parts,Suction Jar Shatterproof Plastic,363,4346,670.5558447,2
Ventilatory Assistance Helmet,Description for Ventilatory Assistance Helmet,BP0011,Equipment Specific Parts,CLEMENT Sp BLUE Inlet Nipple,364,5630,1901.435684,7
"Laser, Neodymium:Yag, Pulmonary Surgery","Description for Laser, Neodymium:Yag, Pulmonary Surgery",BP0028,Transducers/ Probes,Bd'S Pressure Tranducer P23Xl-1,365,4166,3473.746374,9
Nasal Endotracheal Tube Holder Kit,Description for Nasal Endotracheal Tube Holder Kit,BP0028,Transducers/ Probes,ARGON (BD) Pressure Transducer P23xl,366,1209,3434.755548,6
"Table And Tray, Anesthesia Analyzer","Description for Table And Tray, Anesthesia Analyzer",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,ESHMAN SPARE LID FOR RECEIVED JAR,367,9,4092.776529,7
"Oximeter, Wellness","Description for Oximeter, Wellness",BP0025,Sensors/ Detectors,DYNAL Skin Temp Probe,368,4314,3985.649227,8
"Conduction, Anesthetic Catheter","Description for Conduction, Anesthetic Catheter",BP0025,Sensors/ Detectors,PHILIPS SPO2 FINGER SENSOR CHILE M1193A,369,317,3844.866046,7
Anesthesia Cabinet,Description for Anesthesia Cabinet,BP0004,Cables/ Lead Wires (or any part of it),8-12 Pin Spo2 Sensor Adaptor Cable,370,4458,692.2249273,2
"Mask, Ventilator, Non-Continuous, Reprocessed","Description for Mask, Ventilator, Non-Continuous, Reprocessed",BP0004,Cables/ Lead Wires (or any part of it),3-Lead Ecg Patient Trunk Cable Aam,371,4415,1498.595501,9
Monitor For Opioid Induced Impairment Of Oxygenation,Description for Monitor For Opioid Induced Impairment Of Oxygenation,BP0004,Cables/ Lead Wires (or any part of it),PHILIPS 3 LEAD ECG MINI CLIP M1608,372,5149,2364.307823,3
"Catheter, Suction, Tracheobronchial, Reprocessed","Description for Catheter, Suction, Tracheobronchial, Reprocessed",BP0006,Cuffs,Cuff Cylindrical 18 Ats,373,3095,2382.636296,10
"Tube, Tracheostomy (W/Wo Connector) Dropper, Ether","Description for Tube, Tracheostomy (W/Wo Connector) Dropper, Ether",BP0006,Cuffs,Cuff Cylindrical 30 Ats,374,4308,1108.916709,4
"Needle, Spinal, Short Term, Reprocessed","Description for Needle, Spinal, Short Term, Reprocessed",BP0023,PPM/ Service/Maintenance/ Repair Kits,Maintenance Kit 3000H,375,2342,1521.247034,5
"Laryngoscope, Rigid","Description for Laryngoscope, Rigid",BP0023,PPM/ Service/Maintenance/ Repair Kits,Maintenance Kit 5000H,376,1309,888.3330611,2
Rhinoanemometer (Measurement Of Nasal Decongestion),Description for Rhinoanemometer (Measurement Of Nasal Decongestion),BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Air Module,377,2928,4844.470766,3
Pneumotachometer,Description for Pneumotachometer,BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,CONNECTOR SPRILOG SENSOR,378,76,1379.697073,4
"Chromatographic Separation/Zimmerman, 17-Ketosteroids","Description for Chromatographic Separation/Zimmerman, 17-Ketosteroids",BP0006,Cuffs,Adult Cuff,379,179,2198.513428,1
"Gaseous-Phase Absorber, Carbon-Dioxide","Description for Gaseous-Phase Absorber, Carbon-Dioxide",BP0006,Cuffs,Small Adult Cuff,380,4503,1906.121572,5
"Resuscitator, Manual, Non Self-Inflating","Description for Resuscitator, Manual, Non Self-Inflating",BP0006,Cuffs,Child Cuff,381,761,1402.35374,4
"Calculator, Pulmonary Function Interpretor (Diagnostic)","Description for Calculator, Pulmonary Function Interpretor (Diagnostic)",BP0019,O-Rings/ Belts/ Seals/ Gaskets/ Washers,O-Ring,382,3694,775.4562892,2
"Forceps, Biopsy, Electric Surgical Hemostasis Within Tracheobronchial Tree","Description for Forceps, Biopsy, Electric Surgical Hemostasis Within Tracheobronchial Tree",BP0019,O-Rings/ Belts/ Seals/ Gaskets/ Washers,Seal/Bodok,383,2833,3710.623987,6
Continuous Brachial Plexus Block Tray,Description for Continuous Brachial Plexus Block Tray,BP0011,Equipment Specific Parts,MK4 STAINLESS STELL MEDICAL AIR,384,3469,3279.588081,5
"Bottle, Blow Mouthpiece, Breathing","Description for Bottle, Blow Mouthpiece, Breathing",BP0011,Equipment Specific Parts,Silencer,385,5076,944.498837,9
"Device, Fixation, Tracheal Tube","Description for Device, Fixation, Tracheal Tube",BP0011,Equipment Specific Parts,1/2 Clip,386,5087,668.1908411,3
Anesthesia Cabinet,Description for Anesthesia Cabinet,BP0011,Equipment Specific Parts,9/16 Clip,387,2063,2840.658238,10
Abnormal Breath Sound Device,Description for Abnormal Breath Sound Device,BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,COLIN BP 8800 Front Case,388,5251,4461.528042,3
Caudal Anesthesia Kit,Description for Caudal Anesthesia Kit,BP0011,Equipment Specific Parts,COLIN Luer Lock Fitting,389,5339,1532.215427,10
Adjunctive Pain Measurement Device For Anesthesiology,Description for Adjunctive Pain Measurement Device For Anesthesiology,BP0006,Cuffs,Cuff Complete Adult,390,900,665.5988978,7
Neurological Stimulation For Emergency Use,Description for Neurological Stimulation For Emergency Use,BP0006,Cuffs,Cuff Complete Pead ACCOSON,391,3578,4539.896934,1
"Bed, Rocking, Breathing Assist Nebulizer, Medicinal, Non-Ventilatory (Atomizer)","Description for Bed, Rocking, Breathing Assist Nebulizer, Medicinal, Non-Ventilatory (Atomizer)",BP0006,Cuffs,Bp Cuff Bandage Adult Acoson,392,536,3038.386054,5
"Cart, Emergency, Cardiopulmonary (Excluding Equipment)","Description for Cart, Emergency, Cardiopulmonary (Excluding Equipment)",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),E Module,393,3984,4312.36395,5
"Plethysmograph, Pressure","Description for Plethysmograph, Pressure",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),N MODULE (220-240V) B BRAUN 34506683,394,2150,1592.451748,7
Abnormal Breath Sound Device,Description for Abnormal Breath Sound Device,BP0015,Keyboards/ Keypads/ Remotes,Foil Keyboard BBRAUN,395,3218,4938.320031,3
"Monitor, Oxygen, Cutaneous, For Uses Other Than For Infant Not Under Gas Anesthesia","Description for Monitor, Oxygen, Cutaneous, For Uses Other Than For Infant Not Under Gas Anesthesia",BP0001,Batteries/ UPS,RECHARGEABLE BATTERY ATOM 12V,396,295,1614.243234,5
"Hood, Oxygen, Infant","Description for Hood, Oxygen, Infant",BP0003,Bulbs/ Lamps,MEDELA LAMP BODY MADELA,397,2320,3695.445706,8
"Brush, Cleaning, Tracheal Tube","Description for Brush, Cleaning, Tracheal Tube",BP0003,Bulbs/ Lamps,MEDELA Lamp Grid MADELA,398,3875,356.8209221,10
"Analyzer, Gas, Carbon-Dioxide, Partial Pressure, Blood-Phase, Indwelling","Description for Analyzer, Gas, Carbon-Dioxide, Partial Pressure, Blood-Phase, Indwelling",BP0003,Bulbs/ Lamps,PHOTHOTHERAPY LAMP PHOTOTHERAPY TL20/52,399,87,1477.433159,5
"Inhaler, Metered Dose Or Dry Powder, Cder Or Cber Led","Description for Inhaler, Metered Dose Or Dry Powder, Cder Or Cber Led",BP0003,Bulbs/ Lamps,PHOTOTHERAPY LAMP TLD 30/03,400,5213,1546.981871,5
"Tube, Tracheal/Bronchial, Differential Ventilation (W/Wo Connector)","Description for Tube, Tracheal/Bronchial, Differential Ventilation (W/Wo Connector)",BP0003,Bulbs/ Lamps,PHOTOTHERAPY LAMP 40/03,401,4803,2181.026539,8
"Device, Positive Pressure Breathing, Intermittent","Description for Device, Positive Pressure Breathing, Intermittent",BP0025,Sensors/ Detectors,Po Finger Clip Sensor,402,861,473.6289536,7
Device Indicating An Exhalation Event,Description for Device Indicating An Exhalation Event,BP0025,Sensors/ Detectors,Po Ohmeda Flex 11 Sensor,403,2820,591.5724093,2
"Mask, Oxygen, Non-Rebreathing","Description for Mask, Oxygen, Non-Rebreathing",BP0025,Sensors/ Detectors,Ear Clip Sensor,404,1242,777.6365953,2
"Protector, Dental Stool","Description for Protector, Dental Stool",BP0007,Diaphragms/ Pumps,A MODULE B Braun Pump,405,4238,4011.834807,4
High Flow/High Velocity Humidified Oxygen Delivery Device,Description for High Flow/High Velocity Humidified Oxygen Delivery Device,BP0001,Batteries/ UPS,Battery,406,5728,2276.273338,7
Custom Anesthesia Tray,Description for Custom Anesthesia Tray,BP0011,Equipment Specific Parts,TOP 3300 HANDLE MAIN UNIT (T6335602(2)),407,4748,341.9189745,1
Caudal Anesthesia Kit,Description for Caudal Anesthesia Kit,BP0011,Equipment Specific Parts,TOP 5100 Power Regulator KWS10-15,408,2048,689.4713914,9
"Device, Fixation, Tracheal Tube","Description for Device, Fixation, Tracheal Tube",BP0011,Equipment Specific Parts,TOP 5300 Base WITH HANDLE T6535604,409,2639,3604.775794,8
"Monitor, Airway Pressure (Includes Gauge And/Or Alarm) Cannula, Nasal, Oxygen","Description for Monitor, Airway Pressure (Includes Gauge And/Or Alarm) Cannula, Nasal, Oxygen",BP0011,Equipment Specific Parts,Slider Subass,410,433,3361.100879,9
"Ventilator, Continuous, Minimal Ventilatory Support, Facility Use","Description for Ventilator, Continuous, Minimal Ventilatory Support, Facility Use",BP0011,Equipment Specific Parts,TOP 5300 Clamp Unit T653-044,411,3800,390.9173148,7
Emergency Resuscitator,Description for Emergency Resuscitator,BP0011,Equipment Specific Parts,Boot Unit,412,2805,1217.90662,10
Lung Tissue Sealant For Lung Volume Reduction,Description for Lung Tissue Sealant For Lung Volume Reduction,BP0011,Equipment Specific Parts,Dial Unit,413,5792,4947.698055,3
Impedance Measuring Device Utilizing Oscillation Techniques,Description for Impedance Measuring Device Utilizing Oscillation Techniques,BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Slider Cover Unit,414,740,2058.168704,8
"Calibrator, Volume, Gas Calibrator, Pressure, Gas","Description for Calibrator, Volume, Gas Calibrator, Pressure, Gas",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Sypu Lower Case,415,649,3728.265072,4
"Mask, Oxygen, Low Concentration, Venturi Mask, Oxygen","Description for Mask, Oxygen, Low Concentration, Venturi Mask, Oxygen",BP0011,Equipment Specific Parts,Universal Clamp Complete,416,5572,550.3441508,9
"Humidifier, Respiratory, Mask (Direct Patient Interface)","Description for Humidifier, Respiratory, Mask (Direct Patient Interface)",BP0011,Equipment Specific Parts,Drive Unit Complete,417,2435,616.4446528,10
"Mask, Oxygen, Non-Rebreathing","Description for Mask, Oxygen, Non-Rebreathing",BP0022,Power Supply Unit (PCB or Module)/ Transfomer,Sypu A Module(Battery R/Able Power Pack & Board),418,1398,2947.758295,10
"Absorbent, Carbon-Dioxide","Description for Absorbent, Carbon-Dioxide",BP0001,Batteries/ UPS,Rechargeable Battery,419,3748,264.375353,8
"Ventilator, Continuous, Minimal Ventilatory Support, Facility Use","Description for Ventilator, Continuous, Minimal Ventilatory Support, Facility Use",BP0003,Bulbs/ Lamps,Bulb FML2TEX-N (For Eye Treadment Chair),420,4621,1428.669805,9
"Analyzer, Gas, Carbon-Monoxide, Gaseous-Phase","Description for Analyzer, Gas, Carbon-Monoxide, Gaseous-Phase",BP0023,PPM/ Service/Maintenance/ Repair Kits,PPM KIT 10K FOR 10.4 GUI,421,5851,2573.807322,1
"Oximeter, Ear","Description for Oximeter, Ear",BP0004,Cables/ Lead Wires (or any part of it),PHYSIO CONTROL LP9B 3 lead Trunk Cable,422,90,4294.099775,2
"Apparatus, Suction, Patient Care","Description for Apparatus, Suction, Patient Care",BP0011,Equipment Specific Parts,Recorder Assy,423,135,2828.325008,3
Tracheotomy Care Kit,Description for Tracheotomy Care Kit,BP0011,Equipment Specific Parts,PHYSIO CONTROL LP9B Printer Roller Assy 21330-000656,424,1617,559.6990818,4
"Analyzer, Nitric Oxide","Description for Analyzer, Nitric Oxide",BP0003,Bulbs/ Lamps,BULB HITACHI HALOGEN LAMP 12V 20W P/N:705-0840,425,494,4010.966167,8
Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator,Description for Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator,BP0001,Batteries/ UPS,BATTERY OMRON 4.8V 1.6 AH,426,2377,4150.707504,10
Epidural Anesthesia Kit,Description for Epidural Anesthesia Kit,BP0003,Bulbs/ Lamps,Xenon Lamp 300,427,470,3372.167051,7
"Apparatus, Suction, Patient Care","Description for Apparatus, Suction, Patient Care",BP0003,Bulbs/ Lamps,OL BULB HALOGEN 24V 150W W/O REFLECTOR,428,5185,1683.492461,8
"Analyzer, Ion, Hydrogen-Ion (Ph), Blood-Phase, Indwelling","Description for Analyzer, Ion, Hydrogen-Ion (Ph), Blood-Phase, Indwelling",BP0003,Bulbs/ Lamps,Bulb Halogen 12V 100W Reflector,429,5647,1593.407839,9
"Zimmerman (Spectrophotometric), 17-Ketosteroids","Description for Zimmerman (Spectrophotometric), 17-Ketosteroids",BP0003,Bulbs/ Lamps,Mic Bulb Halogen 12V 100W Reflector,430,4151,1055.372814,2
"Analyzer, Gas, Nitrogen, Partial Pressure, Blood-Phase, Non-Indwelling","Description for Analyzer, Gas, Nitrogen, Partial Pressure, Blood-Phase, Non-Indwelling",BP0003,Bulbs/ Lamps,Mic Lamp Regulation Board,431,3658,4260.432038,7
Tracheotomy Care Kit,Description for Tracheotomy Care Kit,BP0003,Bulbs/ Lamps,Halogen Bulb 6V 30W(Carl Zies),432,4003,1532.916487,8
"Monitor, Lung Water Measurement","Description for Monitor, Lung Water Measurement",BP0011,Equipment Specific Parts,"OLYMPUS CH-120V,30WSB",433,3780,2218.522233,2
"Monitor, Apnea, Home Use","Description for Monitor, Apnea, Home Use",BP0001,Batteries/ UPS,Battery for physio control Defibrillator LP9B,434,496,1995.139437,9
Airway Monitoring System,Description for Airway Monitoring System,BP0001,Batteries/ UPS,Life Pack Nicd Battery,435,2888,3145.322597,4
"Needle, Emergency Airway","Description for Needle, Emergency Airway",BP0001,Batteries/ UPS,Rechargeable Battery,436,1898,4836.203222,5
"Hood, Oxygen, Infant","Description for Hood, Oxygen, Infant",BP0024,Printed Circuit Boards (PCB; Other than Power Supply),Main Pcb Assembly,437,5068,933.1833626,9
"Gaseous-Phase Absorber, Carbon-Dioxide","Description for Gaseous-Phase Absorber, Carbon-Dioxide",BP0001,Batteries/ UPS,Rechargeable Battery 12V 4.5Ah,438,3853,3732.781062,6
Rhinoanemometer (Measurement Of Nasal Decongestion),Description for Rhinoanemometer (Measurement Of Nasal Decongestion),BP0001,Batteries/ UPS,Battery Ups,439,4571,1412.740534,1
"Cart, Emergency, Cardiopulmonary (Excluding Equipment)","Description for Cart, Emergency, Cardiopulmonary (Excluding Equipment)",BP0007,Diaphragms/ Pumps,Diaphragm (Silicon),440,3199,4671.234836,6
"Absorbent, Carbon-Dioxide","Description for Absorbent, Carbon-Dioxide",BP0015,Keyboards/ Keypads/ Remotes,Keyboard Panel,441,3047,1751.422756,4
Regional Anesthesia Kit,Description for Regional Anesthesia Kit,BP0011,Equipment Specific Parts,Thermal Head,442,2215,3781.004558,3
"Laser, Neodymium:Yag, Pulmonary Surgery","Description for Laser, Neodymium:Yag, Pulmonary Surgery",BP0011,Equipment Specific Parts,Printer Roller Spool,443,5064,4171.928862,4
"Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)","Description for Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)",BP0011,Equipment Specific Parts,"Pb,Inverter",444,3298,2956.356794,7
"Bottle, Blow Mouthpiece, Breathing","Description for Bottle, Blow Mouthpiece, Breathing",BP0003,Bulbs/ Lamps,BULB HEINE X.04.88.104 6V BINOCULAR,445,2980,1879.784909,7
"Apparatus, Nitric Oxide, Backup Delivery","Description for Apparatus, Nitric Oxide, Backup Delivery",BP0011,Equipment Specific Parts,Infant Humidifier Chamber,446,2841,544.6670229,3
Lung Tissue Sealant For Lung Volume Reduction,Description for Lung Tissue Sealant For Lung Volume Reduction,BP0011,Equipment Specific Parts,FISHER & PAYKEL ELECTRICAL ADAPTOR 900MR558,447,2380,2478.821314,10
"Apparatus, Nitric Oxide Delivery","Description for Apparatus, Nitric Oxide Delivery",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,FISHER&PAYKEL Hose Heater Wire 900MR751,448,5559,1026.439857,1
"Monitor, Apnea, Facility Use","Description for Monitor, Apnea, Facility Use",BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,FISHER & PAYKEL HOSE HEATER WIRE ASSY 900MR510,449,522,4991.228719,2
"Apparatus, Suction, Patient Care","Description for Apparatus, Suction, Patient Care",BP0004,Cables/ Lead Wires (or any part of it),VALLEYLAB Cable Bipolar Active,450,5294,3044.382401,7
"Changer, Tube, Endotracheal","Description for Changer, Tube, Endotracheal",BP0004,Cables/ Lead Wires (or any part of it),Cable Bipolar Forceps,451,3122,1418.531322,1
Implanted Diaphragmatic/Phrenic Nerve Stimulator,Description for Implanted Diaphragmatic/Phrenic Nerve Stimulator,BP0004,Cables/ Lead Wires (or any part of it),VALLEYLAB ESU HANDSEITCHING-SETCH PENCIL E2100,452,3470,1082.714456,5
"Calculator, Pulmonary Function Interpretor (Diagnostic)","Description for Calculator, Pulmonary Function Interpretor (Diagnostic)",BP0025,Sensors/ Detectors,Finger Probe Spo2 Sensor,453,899,4394.012508,3
"Analyzer, Gas, Oxygen, Gaseous-Phase","Description for Analyzer, Gas, Oxygen, Gaseous-Phase",BP0001,Batteries/ UPS,Nicked Rechargeable Battery 16Vdc 2.5Ah,454,976,4942.095185,9
"Stethoscope Head Stethoscope, Esophageal, With Electrical Conductors","Description for Stethoscope Head Stethoscope, Esophageal, With Electrical Conductors",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Holder Bulb Assy,455,1838,2798.405939,8
"Oximeter, Reprocessed","Description for Oximeter, Reprocessed",BP0004,Cables/ Lead Wires (or any part of it),Oxylead Interconnect Cable,456,2130,1008.527171,6
Neurological Stimulation For Emergency Use,Description for Neurological Stimulation For Emergency Use,BP0025,Sensors/ Detectors,Spo2 Finger Sensor,457,1632,3121.741095,6
"Analyzer, Gas, Oxygen, Gaseous-Phase","Description for Analyzer, Gas, Oxygen, Gaseous-Phase",BP0025,Sensors/ Detectors,"Spo2 Probe,Neonate,Stater Kit",458,4505,4346.383108,4
Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents,Description for Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents,BP0014,Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes,"Hose Connect, Trio",459,3955,286.1448007,6
Caudal Anesthesia Kit,Description for Caudal Anesthesia Kit,BP0006,Cuffs,Cuff Infant,460,849,1294.739838,4
Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents,Description for Software Option For Anesthesia Gas Machine To Achieve And Maintain Targeted End Tidal Oxygen And Anesthetic Agents,BP0011,Equipment Specific Parts,NIHON KOHDEN Paper Shaft AAA-20473 (20013),461,5431,2734.601854,4
"Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)","Description for Analyzer, Gas, Halothane, Gaseous-Phase (Anesthetic Conc.)",BP0011,Equipment Specific Parts,NIHON KOHDEN 6851K Strap 38cm,462,4659,359.8484493,4
"Absorbent, Carbon-Dioxide","Description for Absorbent, Carbon-Dioxide",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,Cover For Battery,463,758,344.713825,4
"Stimulator, Nerve, Peripheral, Electric","Description for Stimulator, Nerve, Peripheral, Electric",BP0025,Sensors/ Detectors,NOVAMETRIX SPO2 FINGER SENSOR Y,464,5729,1362.621552,4
"Flowmeter, Calibration, Gas","Description for Flowmeter, Calibration, Gas",BP0025,Sensors/ Detectors,"Spo2 Finger Sensor, 8744",465,3962,2814.682301,9
Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator,Description for Diaphragmatic/Phrenic Nerve Laparoscopically-Implanted Stimulator,BP0025,Sensors/ Detectors,Reusable Oxysnap Finger Sensor,466,170,3997.378944,8
"Holding Chambers, Direct Patient Interface","Description for Holding Chambers, Direct Patient Interface",BP0025,Sensors/ Detectors,Spo2 Adult Finger Tranducer,467,1213,4024.331011,8
"Analyzer, Gas, Nitrogen, Partial Pressure, Blood-Phase, Non-Indwelling","Description for Analyzer, Gas, Nitrogen, Partial Pressure, Blood-Phase, Non-Indwelling",BP0025,Sensors/ Detectors,Pead Spo 2 Sensor,468,517,301.4064524,10
"Applicator (Laryngo-Tracheal), Topical Anesthesia","Description for Applicator (Laryngo-Tracheal), Topical Anesthesia",BP0025,Sensors/ Detectors,SPO2 Finger Sensor Adult,469,3245,509.6124148,4
Airway Suction Kit,Description for Airway Suction Kit,BP0001,Batteries/ UPS,Rechargeable Battery 12V 1.2Ah,470,1678,1969.602582,5
"Acid, Vanilmandelic, Electrophoretic Separation","Description for Acid, Vanilmandelic, Electrophoretic Separation",BP0005,Casing/ Covers/ Brackets/ Latches/ Part Holders,"Upper Casing,Clamp&Sheet",471,4424,4800.409474,2
"Needle, Spinal, Short Term","Description for Needle, Spinal, Short Term",BP0022,Power Supply Unit (PCB or Module)/ Transfomer,Power Supply Regulator,472,4204,3654.788246,7
Blood Specimen Collection Kit (Excludes Hiv Testing),Description for Blood Specimen Collection Kit (Excludes Hiv Testing),BP0002,Blankets/ Mattresses,RIPPLE MATTRESS INDIVIDUAL CELL,473,3685,4462.167867,3
"Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)","Description for Calculator, Pulmonary Function Data Ventilator, Non-Continuous (Respirator)",BP0007,Diaphragms/ Pumps,Diapharm,474,5624,975.9969398,7
Custom Anesthesia Tray,Description for Custom Anesthesia Tray,BP0011,Equipment Specific Parts,Silencer Bag Assy,475,537,1634.484324,6
"Analyzer, Nitrogen Dioxide","Description for Analyzer, Nitrogen Dioxide",BP0023,PPM/ Service/Maintenance/ Repair Kits,"5K PREVENTIVE MAINTENANCE KIT,VELA",476,1070,2291.721031,6
"Spirometer, Diagnostic Meter, Peak Flow, Spirometry","Description for Spirometer, Diagnostic Meter, Peak Flow, Spirometry",BP0025,Sensors/ Detectors,Finger Probe Adult 1.5Ft/Adult Reuble Oximeter Sensor,477,1578,2439.344525,10
