EquipmentID,TechnicianID,MaintenanceDate,MaintenanceTypeID,Description
5054,211,10/18/2023,5,Disinfection and sterilization
754,131,6/11/2023,8,Performed software update
764,3448,6/22/2023,4,Performed software update
1634,79,8/30/2023,8,Checked and tightened loose connections
1062,3419,1/21/2023,4,Verified calibration accuracy
1963,93,6/23/2023,4,Emergency repair
1040,2446,6/3/2023,6,Routine inspection and cleaning
3357,4676,1/25/2023,2,Checked and tightened loose connections
4150,1886,2/7/2023,2,Safety inspection and compliance check
238,2470,12/6/2023,9,Safety inspection and compliance check
1232,764,1/19/2023,1,Replaced worn-out components
5614,4539,11/16/2023,8,Verified calibration accuracy
1520,3654,2/18/2023,3,Emergency repair
1571,4629,4/10/2023,5,Replaced faulty sensor
1980,2880,11/3/2023,1,Checked and tightened loose connections
1163,4137,5/8/2023,5,Routine inspection and cleaning
2032,875,6/18/2023,5,Replaced faulty sensor
5141,2647,12/28/2023,6,Preventive maintenance
5542,458,12/23/2023,5,Diagnostic tests and troubleshooting
3597,1156,9/26/2023,7,Replaced faulty sensor
4855,743,10/24/2023,5,Lubricated moving parts
4260,4047,11/19/2023,8,Safety inspection and compliance check
4303,1681,4/21/2023,8,Performed software update
143,3669,1/11/2023,5,Replaced faulty sensor
2794,698,5/30/2023,1,Diagnostic tests and troubleshooting
5743,4401,10/6/2023,2,Lubricated moving parts
2915,2180,2/5/2023,7,Disinfection and sterilization
2998,2746,5/7/2023,7,Lubricated moving parts
4929,4461,4/21/2023,4,Lubricated moving parts
3791,1738,10/1/2023,8,Safety inspection and compliance check
5210,2495,7/15/2023,4,Performed software update
308,548,1/21/2023,8,Preventive maintenance
4679,2580,8/14/2023,9,Calibrated equipment for accuracy
1199,1357,2/28/2023,8,Diagnostic tests and troubleshooting
333,3151,11/25/2023,1,Diagnostic tests and troubleshooting
947,4076,10/8/2023,7,Checked and tightened loose connections
4092,4105,2/2/2023,2,Performed software update
3012,4868,6/16/2023,3,Routine inspection and cleaning
4518,3339,11/9/2023,7,Diagnostic tests and troubleshooting
2200,981,5/15/2023,7,Safety inspection and compliance check
5312,2609,12/8/2023,8,Disinfection and sterilization
3244,2124,3/12/2023,7,Emergency repair
5732,3207,10/12/2023,8,Routine inspection and cleaning
2588,4542,7/11/2023,6,Replaced worn-out components
2872,781,7/16/2023,5,Disinfection and sterilization
36,1912,3/19/2023,7,Disinfection and sterilization
4860,4726,12/13/2023,3,Safety inspection and compliance check
2926,4631,12/27/2023,2,Safety inspection and compliance check
2263,500,6/23/2023,7,Emergency repair
4119,1643,12/30/2023,6,Safety inspection and compliance check
2769,849,10/15/2023,7,Safety inspection and compliance check
4803,2181,1/23/2023,9,Lubricated moving parts
3281,2726,6/2/2023,6,Diagnostic tests and troubleshooting
3253,2632,7/14/2023,7,Calibrated equipment for accuracy
4876,4891,12/13/2023,8,Verified calibration accuracy
2291,2979,9/15/2023,3,Preventive maintenance
1466,1670,5/13/2023,5,Checked and tightened loose connections
3861,641,1/15/2023,4,Diagnostic tests and troubleshooting
4671,851,4/27/2023,6,Performed software update
1402,4592,3/31/2023,8,Disinfection and sterilization
4565,920,4/3/2023,6,Disinfection and sterilization
282,3723,6/30/2023,3,Preventive maintenance
108,1428,10/5/2023,6,Preventive maintenance
1664,2492,6/14/2023,7,Replaced faulty sensor
4150,2839,2/4/2023,7,Safety inspection and compliance check
1629,215,11/29/2023,5,Performed software update
193,41,5/1/2023,9,Verified calibration accuracy
342,3916,1/6/2023,4,Lubricated moving parts
759,1121,4/4/2023,8,Calibrated equipment for accuracy
2997,2799,7/20/2023,7,Routine inspection and cleaning
5647,2972,3/5/2023,9,Replaced faulty sensor
4492,2502,2/28/2023,5,Preventive maintenance
12,4173,3/20/2023,3,Emergency repair
4320,941,4/5/2023,5,Replaced worn-out components
1376,820,2/1/2023,1,Safety inspection and compliance check
3157,3321,10/14/2023,9,Diagnostic tests and troubleshooting
3925,1433,1/15/2023,5,Replaced faulty sensor
3948,4879,11/26/2023,7,Replaced faulty sensor
4733,4470,2/4/2023,5,Performed software update
4290,4231,1/20/2023,9,Disinfection and sterilization
3365,2847,3/30/2023,2,Replaced worn-out components
4661,2867,1/18/2023,1,Diagnostic tests and troubleshooting
3169,4146,8/30/2023,3,Preventive maintenance
516,2619,9/18/2023,9,Routine inspection and cleaning
4250,1991,8/23/2023,4,Replaced faulty sensor
4004,4210,3/12/2023,5,Lubricated moving parts
5682,4022,11/5/2023,2,Safety inspection and compliance check
4711,3007,10/13/2023,7,Checked and tightened loose connections
2543,3620,2/19/2023,4,Safety inspection and compliance check
4856,56,7/17/2023,1,Lubricated moving parts
3283,1078,10/30/2023,9,Calibrated equipment for accuracy
2012,4837,5/30/2023,6,Replaced faulty sensor
2638,3063,3/7/2023,5,Safety inspection and compliance check
1630,3610,5/5/2023,4,Routine inspection and cleaning
3249,3429,10/29/2023,9,Performed software update
2937,1261,6/8/2023,7,Routine inspection and cleaning
3667,212,3/13/2023,4,Diagnostic tests and troubleshooting
635,968,6/29/2023,3,Disinfection and sterilization
4685,2043,6/10/2023,7,Verified calibration accuracy
2700,4424,10/23/2023,7,Preventive maintenance
5422,3201,7/10/2023,3,Routine inspection and cleaning
4485,3513,2/14/2023,7,Diagnostic tests and troubleshooting
4906,3131,8/20/2023,5,Emergency repair
5763,1118,4/3/2023,3,Preventive maintenance
2097,1819,3/12/2023,5,Disinfection and sterilization
5710,166,3/5/2023,5,Checked and tightened loose connections
4334,3689,8/8/2023,8,Lubricated moving parts
4762,4929,3/6/2023,2,Diagnostic tests and troubleshooting
2113,3421,4/12/2023,2,Replaced worn-out components
2583,3497,1/23/2023,7,Verified calibration accuracy
4049,827,10/25/2023,3,Lubricated moving parts
2074,378,9/12/2023,3,Lubricated moving parts
3122,4051,3/6/2023,4,Preventive maintenance
929,4579,9/19/2023,6,Performed software update
5665,3252,4/3/2023,2,Preventive maintenance
3785,1183,5/20/2023,7,Replaced faulty sensor
2277,3993,9/7/2023,9,Performed software update
5733,1517,9/3/2023,4,Lubricated moving parts
4514,1555,7/17/2023,8,Preventive maintenance
1824,1250,8/28/2023,5,Replaced faulty sensor
4553,4546,5/4/2023,4,Calibrated equipment for accuracy
5600,2044,9/13/2023,5,Verified calibration accuracy
995,2997,3/18/2023,2,Performed software update
1240,2646,12/13/2023,7,Replaced worn-out components
394,3331,4/16/2023,6,Preventive maintenance
5433,2054,8/20/2023,4,Replaced worn-out components
2878,3921,9/6/2023,9,Lubricated moving parts
2439,4909,5/31/2023,7,Lubricated moving parts
320,4669,1/14/2023,4,Calibrated equipment for accuracy
5558,767,7/6/2023,3,Replaced faulty sensor
3448,2888,5/11/2023,2,Safety inspection and compliance check
193,3759,6/22/2023,8,Performed software update
5648,1081,8/29/2023,9,Performed software update
3322,1509,11/30/2023,2,Verified calibration accuracy
1285,2990,5/25/2023,8,Preventive maintenance
2428,2764,12/2/2023,1,Lubricated moving parts
4577,897,9/27/2023,4,Checked and tightened loose connections
5529,3265,7/6/2023,9,Lubricated moving parts
1386,3500,1/12/2023,9,Calibrated equipment for accuracy
4956,3531,5/10/2023,6,Routine inspection and cleaning
4851,3840,12/23/2023,6,Diagnostic tests and troubleshooting
2372,1734,4/24/2023,8,Diagnostic tests and troubleshooting
3775,2072,5/27/2023,2,Replaced worn-out components
205,3591,12/21/2023,8,Preventive maintenance
2386,2882,2/19/2023,4,Disinfection and sterilization
1056,1341,6/7/2023,5,Preventive maintenance
2578,2500,7/19/2023,2,Calibrated equipment for accuracy
2304,1672,4/16/2023,7,Routine inspection and cleaning
3181,4772,1/29/2023,6,Routine inspection and cleaning
3477,3024,10/15/2023,1,Preventive maintenance
4433,330,9/2/2023,7,Diagnostic tests and troubleshooting
4163,40,5/23/2023,9,Calibrated equipment for accuracy
2919,1622,6/3/2023,1,Replaced worn-out components
853,3847,12/10/2023,4,Replaced faulty sensor
2549,1877,7/13/2023,6,Checked and tightened loose connections
529,2886,2/5/2023,8,Replaced worn-out components
5698,581,6/17/2023,9,Calibrated equipment for accuracy
4046,1319,7/5/2023,6,Routine inspection and cleaning
5152,4679,10/4/2023,9,Emergency repair
513,2132,4/8/2023,2,Checked and tightened loose connections
3247,3353,7/24/2023,1,Safety inspection and compliance check
713,3696,4/15/2023,8,Verified calibration accuracy
1409,4038,1/13/2023,3,Routine inspection and cleaning
4327,2697,7/21/2023,3,Safety inspection and compliance check
3168,2943,8/30/2023,9,Checked and tightened loose connections
2808,559,1/30/2023,7,Calibrated equipment for accuracy
4577,1394,12/16/2023,8,Emergency repair
1567,2697,1/20/2023,6,Routine inspection and cleaning
61,888,1/3/2023,3,Performed software update
5738,4189,1/29/2023,3,Lubricated moving parts
1385,130,10/4/2023,5,Safety inspection and compliance check
2605,975,10/4/2023,8,Replaced worn-out components
4027,1641,7/1/2023,4,Diagnostic tests and troubleshooting
4261,1225,7/31/2023,3,Preventive maintenance
5571,1938,10/11/2023,4,Lubricated moving parts
5560,3814,8/17/2023,8,Safety inspection and compliance check
3207,3197,12/19/2023,8,Calibrated equipment for accuracy
2446,3690,1/19/2023,8,Replaced faulty sensor
1013,1702,1/19/2023,3,Disinfection and sterilization
532,753,3/28/2023,4,Checked and tightened loose connections
5185,4475,6/28/2023,2,Emergency repair
3239,4777,6/8/2023,9,Disinfection and sterilization
1327,692,9/14/2023,6,Preventive maintenance
40,3081,11/2/2023,4,Checked and tightened loose connections
5377,1862,9/13/2023,7,Lubricated moving parts
1553,1492,8/21/2023,3,Calibrated equipment for accuracy
3470,2902,3/6/2023,4,Safety inspection and compliance check
3534,529,9/2/2023,2,Replaced worn-out components
569,3169,5/30/2023,3,Preventive maintenance
2680,4792,3/5/2023,4,Emergency repair
4639,426,8/10/2023,7,Disinfection and sterilization
577,619,8/31/2023,2,Preventive maintenance
5999,795,7/10/2023,7,Verified calibration accuracy
5036,4444,3/31/2023,3,Routine inspection and cleaning
1365,1115,3/11/2023,9,Routine inspection and cleaning
5415,3882,7/17/2023,4,Lubricated moving parts
2613,1450,1/18/2023,2,Lubricated moving parts
3437,329,9/21/2023,4,Diagnostic tests and troubleshooting
1669,4067,12/18/2023,7,Checked and tightened loose connections
5821,1441,10/23/2023,2,Routine inspection and cleaning
1755,594,7/28/2023,9,Diagnostic tests and troubleshooting
5384,2757,1/14/2023,4,Preventive maintenance
2515,4221,6/12/2023,6,Preventive maintenance
123,3726,9/2/2023,7,Emergency repair
4584,3442,11/22/2023,4,Calibrated equipment for accuracy
2941,696,1/31/2023,5,Replaced worn-out components
5414,3643,1/1/2024,4,Replaced faulty sensor
5639,1358,11/16/2023,8,Safety inspection and compliance check
5056,3143,10/11/2023,3,Calibrated equipment for accuracy
396,171,7/27/2023,4,Lubricated moving parts
5480,4661,12/1/2023,8,Diagnostic tests and troubleshooting
325,850,6/11/2023,5,Disinfection and sterilization
5027,2597,9/28/2023,9,Diagnostic tests and troubleshooting
1883,3779,10/22/2023,5,Checked and tightened loose connections
43,3321,7/20/2023,1,Routine inspection and cleaning
5699,318,3/15/2023,5,Replaced faulty sensor
4974,3701,8/7/2023,9,Replaced worn-out components
1461,2166,3/13/2023,9,Verified calibration accuracy
3657,1813,4/29/2023,5,Emergency repair
2888,808,5/25/2023,1,Checked and tightened loose connections
2542,781,9/26/2023,5,Diagnostic tests and troubleshooting
814,1396,11/16/2023,9,Performed software update
1085,818,11/7/2023,7,Verified calibration accuracy
2686,133,1/14/2023,5,Lubricated moving parts
1915,2488,10/11/2023,6,Performed software update
2834,3967,4/19/2023,3,Safety inspection and compliance check
5800,441,10/24/2023,5,Verified calibration accuracy
1673,2574,12/27/2023,5,Emergency repair
1721,1368,8/10/2023,7,Checked and tightened loose connections
941,3718,3/19/2023,9,Diagnostic tests and troubleshooting
241,284,2/7/2023,1,Disinfection and sterilization
2936,2418,8/28/2023,2,Routine inspection and cleaning
3810,3435,10/4/2023,8,Verified calibration accuracy
2660,552,4/12/2023,2,Routine inspection and cleaning
4638,4553,10/24/2023,8,Emergency repair
5476,2497,1/17/2023,4,Diagnostic tests and troubleshooting
2559,3533,7/14/2023,1,Performed software update
2280,523,6/14/2023,8,Checked and tightened loose connections
5193,655,10/23/2023,9,Replaced faulty sensor
1966,925,3/24/2023,4,Performed software update
3940,3334,5/26/2023,7,Checked and tightened loose connections
3116,1125,4/4/2023,3,Disinfection and sterilization
5668,4614,12/9/2023,3,Safety inspection and compliance check
4206,3231,7/19/2023,1,Disinfection and sterilization
3816,3594,8/21/2023,3,Disinfection and sterilization
543,909,9/26/2023,9,Verified calibration accuracy
4995,91,12/23/2023,9,Checked and tightened loose connections
5491,871,4/8/2023,4,Preventive maintenance
4216,2891,7/1/2023,1,Calibrated equipment for accuracy
850,855,9/27/2023,2,Replaced faulty sensor
5128,3165,10/23/2023,6,Calibrated equipment for accuracy
5310,4995,9/3/2023,9,Routine inspection and cleaning
4450,3919,11/21/2023,8,Calibrated equipment for accuracy
2907,2502,3/11/2023,6,Routine inspection and cleaning
1265,2347,9/6/2023,8,Calibrated equipment for accuracy
5410,114,9/1/2023,4,Disinfection and sterilization
2780,3711,8/14/2023,6,Diagnostic tests and troubleshooting
3430,3899,10/15/2023,9,Disinfection and sterilization
3483,1992,3/11/2023,3,Checked and tightened loose connections
3196,3226,12/7/2023,9,Replaced worn-out components
3480,3590,3/2/2023,6,Performed software update
605,4701,6/1/2023,9,Replaced faulty sensor
254,2330,10/15/2023,5,Checked and tightened loose connections
3555,4516,8/7/2023,1,Emergency repair
3980,4836,4/3/2023,1,Replaced faulty sensor
1322,663,1/17/2023,6,Emergency repair
5988,2570,3/29/2023,9,Calibrated equipment for accuracy
113,3838,3/17/2023,3,Diagnostic tests and troubleshooting
1856,2782,7/22/2023,3,Lubricated moving parts
1717,3926,8/3/2023,2,Safety inspection and compliance check
421,2766,2/9/2023,2,Routine inspection and cleaning
4882,1481,7/24/2023,8,Emergency repair
3157,1092,12/9/2023,3,Calibrated equipment for accuracy
4501,480,1/10/2023,5,Replaced faulty sensor
4069,4546,5/24/2023,5,Safety inspection and compliance check
2370,4402,5/19/2023,3,Calibrated equipment for accuracy
1718,4878,11/5/2023,2,Diagnostic tests and troubleshooting
5763,1836,5/28/2023,8,Replaced worn-out components
3330,4937,5/8/2023,9,Performed software update
174,104,1/5/2023,7,Disinfection and sterilization
680,4517,1/29/2023,8,Verified calibration accuracy
5508,2986,8/28/2023,4,Calibrated equipment for accuracy
2739,4297,1/10/2023,6,Routine inspection and cleaning
4334,201,5/13/2023,4,Disinfection and sterilization
2699,4495,12/15/2023,7,Safety inspection and compliance check
4387,4670,12/19/2023,9,Diagnostic tests and troubleshooting
4322,4896,9/15/2023,6,Checked and tightened loose connections
4409,480,5/9/2023,6,Preventive maintenance
3270,4110,11/14/2023,3,Routine inspection and cleaning
5611,2168,2/15/2023,3,Diagnostic tests and troubleshooting
2142,358,9/18/2023,8,Disinfection and sterilization
4000,968,4/21/2023,1,Performed software update
1985,1675,3/2/2023,9,Disinfection and sterilization
521,3842,9/4/2023,2,Verified calibration accuracy
3093,3922,5/26/2023,2,Routine inspection and cleaning
652,4641,9/2/2023,3,Diagnostic tests and troubleshooting
5574,2861,8/6/2023,1,Calibrated equipment for accuracy
4936,2747,12/12/2023,9,Performed software update
1544,1867,9/7/2023,4,Preventive maintenance
4878,1653,1/6/2023,1,Performed software update
3417,3386,8/28/2023,9,Replaced worn-out components
4724,580,2/8/2023,5,Checked and tightened loose connections
5887,4846,12/10/2023,9,Performed software update
2822,1210,12/2/2023,8,Lubricated moving parts
1773,3325,5/16/2023,3,Performed software update
1477,419,12/21/2023,2,Emergency repair
2434,786,7/3/2023,5,Emergency repair
2258,194,6/22/2023,8,Performed software update
3929,4918,9/4/2023,7,Disinfection and sterilization
3637,2163,12/18/2023,5,Emergency repair
4043,117,3/19/2023,9,Preventive maintenance
2523,1278,10/27/2023,8,Disinfection and sterilization
3543,3138,10/9/2023,9,Disinfection and sterilization
5694,2393,9/4/2023,2,Preventive maintenance
1443,3163,5/23/2023,8,Replaced worn-out components
2871,1690,5/18/2023,4,Preventive maintenance
3492,1739,1/21/2023,3,Verified calibration accuracy
2418,796,4/9/2023,2,Disinfection and sterilization
4668,60,2/11/2023,1,Disinfection and sterilization
4029,4932,4/23/2023,4,Diagnostic tests and troubleshooting
4447,2362,6/29/2023,4,Disinfection and sterilization
4052,2403,2/21/2023,3,Routine inspection and cleaning
1054,4346,12/27/2023,4,Verified calibration accuracy
4629,3570,7/19/2023,2,Safety inspection and compliance check
5729,1293,7/27/2023,6,Safety inspection and compliance check
2283,2691,8/21/2023,8,Preventive maintenance
5880,2327,11/21/2023,7,Verified calibration accuracy
3946,4532,1/13/2023,1,Performed software update
1887,4229,12/17/2023,1,Replaced faulty sensor
5245,300,7/28/2023,3,Verified calibration accuracy
5687,3628,5/15/2023,6,Lubricated moving parts
3918,2400,12/24/2023,5,Performed software update
1494,3425,12/19/2023,9,Disinfection and sterilization
4299,1563,9/7/2023,1,Routine inspection and cleaning
4871,2721,3/3/2023,1,Lubricated moving parts
1795,3186,2/11/2023,9,Calibrated equipment for accuracy
4855,3731,7/16/2023,7,Performed software update
4997,2932,2/4/2023,2,Emergency repair
5397,2331,9/8/2023,5,Performed software update
3794,2186,6/4/2023,4,Lubricated moving parts
1768,1681,2/5/2023,7,Performed software update
2041,3055,5/2/2023,8,Disinfection and sterilization
3816,2764,11/7/2023,9,Diagnostic tests and troubleshooting
5371,91,9/28/2023,5,Replaced faulty sensor
5526,686,10/2/2023,4,Verified calibration accuracy
1104,4549,12/19/2023,1,Replaced faulty sensor
3627,2494,6/4/2023,8,Preventive maintenance
46,4604,5/3/2023,2,Diagnostic tests and troubleshooting
2812,1909,8/31/2023,4,Replaced worn-out components
4738,3676,5/25/2023,4,Diagnostic tests and troubleshooting
2571,4169,4/16/2023,1,Disinfection and sterilization
4536,1746,1/6/2023,1,Performed software update
4762,4493,8/16/2023,1,Performed software update
5580,1783,7/26/2023,9,Replaced worn-out components
1902,210,1/14/2023,7,Checked and tightened loose connections
2933,1856,3/31/2023,7,Verified calibration accuracy
2188,1234,12/11/2023,4,Replaced worn-out components
4230,4641,6/5/2023,9,Calibrated equipment for accuracy
4207,4668,12/15/2023,2,Verified calibration accuracy
5472,4321,5/27/2023,9,Preventive maintenance
620,4180,10/11/2023,6,Emergency repair
4420,546,10/26/2023,8,Emergency repair
5041,3120,10/18/2023,7,Checked and tightened loose connections
5192,3869,1/17/2023,5,Replaced worn-out components
1748,128,9/14/2023,4,Replaced worn-out components
4068,1715,1/23/2023,4,Checked and tightened loose connections
1895,4119,5/2/2023,3,Diagnostic tests and troubleshooting
3162,3477,5/6/2023,4,Checked and tightened loose connections
5281,4419,3/7/2023,1,Disinfection and sterilization
1724,4878,3/10/2023,6,Safety inspection and compliance check
5738,110,5/17/2023,2,Diagnostic tests and troubleshooting
732,1927,1/1/2024,2,Replaced worn-out components
1209,4515,2/7/2023,7,Replaced worn-out components
3882,1823,3/25/2023,2,Preventive maintenance
1954,2307,9/26/2023,3,Checked and tightened loose connections
5320,2153,9/29/2023,4,Replaced worn-out components
5295,355,2/9/2023,8,Checked and tightened loose connections
4777,2250,8/12/2023,6,Lubricated moving parts
4094,2750,6/16/2023,4,Checked and tightened loose connections
92,478,1/17/2023,9,Replaced worn-out components
3845,3662,8/12/2023,7,Replaced worn-out components
1397,1548,3/1/2023,1,Calibrated equipment for accuracy
5315,3325,6/12/2023,4,Verified calibration accuracy
558,1510,5/3/2023,8,Preventive maintenance
3127,3389,12/15/2023,7,Performed software update
5805,3189,6/9/2023,2,Diagnostic tests and troubleshooting
3326,2479,4/11/2023,7,Replaced worn-out components
5345,4328,1/16/2023,2,Lubricated moving parts
4770,293,7/20/2023,3,Preventive maintenance
2701,2127,10/31/2023,2,Replaced worn-out components
4313,1182,9/22/2023,2,Performed software update
1420,4498,6/27/2023,9,Safety inspection and compliance check
1732,189,1/4/2023,6,Replaced faulty sensor
2838,2890,9/22/2023,5,Preventive maintenance
4022,3442,11/20/2023,2,Verified calibration accuracy
5752,4357,10/23/2023,8,Checked and tightened loose connections
4525,1757,5/7/2023,6,Routine inspection and cleaning
4299,2469,1/9/2023,4,Preventive maintenance
2278,2375,2/3/2023,4,Safety inspection and compliance check
3141,2651,12/4/2023,5,Performed software update
5613,1161,6/10/2023,3,Performed software update
3378,3870,8/20/2023,4,Lubricated moving parts
4887,3967,5/7/2023,6,Lubricated moving parts
3277,2292,11/11/2023,3,Diagnostic tests and troubleshooting
276,4050,9/11/2023,5,Diagnostic tests and troubleshooting
4412,560,5/19/2023,8,Routine inspection and cleaning
1783,101,9/9/2023,4,Safety inspection and compliance check
495,4547,9/19/2023,9,Performed software update
3761,467,10/27/2023,7,Disinfection and sterilization
5119,4423,10/14/2023,7,Preventive maintenance
5089,717,2/28/2023,8,Diagnostic tests and troubleshooting
5409,2348,3/23/2023,6,Replaced faulty sensor
4481,1414,6/22/2023,2,Emergency repair
2103,4098,4/8/2023,9,Performed software update
5441,622,5/3/2023,8,Calibrated equipment for accuracy
4413,3782,4/28/2023,5,Preventive maintenance
219,3100,12/21/2023,4,Routine inspection and cleaning
3454,944,4/16/2023,6,Routine inspection and cleaning
480,4624,5/24/2023,2,Replaced faulty sensor
937,1860,7/23/2023,4,Disinfection and sterilization
4137,4204,3/21/2023,9,Replaced worn-out components
4479,1983,1/10/2023,2,Preventive maintenance
1911,3329,1/22/2023,4,Replaced faulty sensor
5334,2711,3/6/2023,5,Verified calibration accuracy
1652,4321,7/12/2023,5,Checked and tightened loose connections
859,870,6/15/2023,9,Verified calibration accuracy
5456,1931,2/20/2023,7,Performed software update
2515,4976,11/3/2023,9,Replaced faulty sensor
499,2618,3/22/2023,5,Emergency repair
2890,3156,9/9/2023,4,Preventive maintenance
2878,2770,1/13/2023,8,Safety inspection and compliance check
493,3310,6/10/2023,8,Checked and tightened loose connections
3134,2073,11/13/2023,7,Replaced faulty sensor
105,1720,2/14/2023,2,Verified calibration accuracy
5642,1027,3/19/2023,9,Routine inspection and cleaning
86,1538,5/31/2023,2,Verified calibration accuracy
5622,379,9/28/2023,3,Verified calibration accuracy
165,2972,12/17/2023,9,Routine inspection and cleaning
4389,801,8/26/2023,8,Verified calibration accuracy
2389,3120,8/22/2023,3,Checked and tightened loose connections
1311,1532,11/10/2023,8,Routine inspection and cleaning
2150,4429,4/6/2023,8,Replaced worn-out components
3627,918,4/24/2023,9,Verified calibration accuracy
4440,3830,4/23/2023,1,Replaced faulty sensor
1699,353,6/2/2023,9,Replaced faulty sensor
5153,3362,11/7/2023,2,Safety inspection and compliance check
2264,3573,8/30/2023,6,Disinfection and sterilization
1450,4738,2/13/2023,2,Diagnostic tests and troubleshooting
4341,2405,5/25/2023,9,Calibrated equipment for accuracy
1647,1986,2/8/2023,3,Diagnostic tests and troubleshooting
5495,261,3/13/2023,4,Verified calibration accuracy
4624,633,6/27/2023,1,Lubricated moving parts
1041,4610,12/13/2023,5,Checked and tightened loose connections
4869,4649,8/14/2023,6,Replaced worn-out components
5357,3267,11/25/2023,7,Checked and tightened loose connections
168,2013,3/12/2023,7,Routine inspection and cleaning
488,1563,5/23/2023,5,Verified calibration accuracy
2321,4201,1/2/2023,5,Verified calibration accuracy
1692,2871,6/15/2023,2,Safety inspection and compliance check
1299,1172,6/27/2023,1,Diagnostic tests and troubleshooting
5463,957,3/15/2023,4,Lubricated moving parts
1531,3876,4/16/2023,7,Disinfection and sterilization
4587,4278,2/10/2023,7,Lubricated moving parts
166,3691,1/3/2023,2,Preventive maintenance
2829,1856,6/27/2023,4,Verified calibration accuracy
1178,3748,12/11/2023,9,Preventive maintenance
216,4975,3/12/2023,1,Calibrated equipment for accuracy
1463,3283,12/15/2023,7,Replaced faulty sensor
3998,3035,8/3/2023,8,Performed software update
3024,3440,7/13/2023,2,Routine inspection and cleaning
2525,3995,5/23/2023,9,Calibrated equipment for accuracy
1209,3115,1/30/2023,4,Diagnostic tests and troubleshooting
109,2779,12/4/2023,9,Performed software update
18,2634,1/4/2023,8,Lubricated moving parts
1240,4109,4/25/2023,1,Preventive maintenance
540,1891,5/16/2023,1,Disinfection and sterilization
5491,3671,4/6/2023,4,Emergency repair
1241,4538,4/12/2023,6,Preventive maintenance
3867,272,4/27/2023,8,Replaced faulty sensor
2310,3177,8/7/2023,3,Safety inspection and compliance check
5380,1216,7/29/2023,8,Disinfection and sterilization
2522,379,10/20/2023,6,Performed software update
3975,1281,5/7/2023,4,Safety inspection and compliance check
1590,1172,6/8/2023,6,Emergency repair
349,3947,10/6/2023,6,Replaced faulty sensor
5934,3080,4/26/2023,7,Emergency repair
4420,2708,5/25/2023,3,Replaced faulty sensor
4977,408,9/9/2023,4,Performed software update
5188,438,2/2/2023,9,Replaced faulty sensor
5008,2556,6/20/2023,4,Diagnostic tests and troubleshooting
2931,3987,8/21/2023,7,Performed software update
2827,1099,10/29/2023,7,Lubricated moving parts
1911,4558,4/3/2023,3,Performed software update
2913,4855,2/19/2023,6,Disinfection and sterilization
5675,908,8/3/2023,9,Performed software update
4613,4650,2/16/2023,2,Disinfection and sterilization
5746,2006,8/2/2023,2,Routine inspection and cleaning
2115,633,12/5/2023,6,Safety inspection and compliance check
5739,4562,3/21/2023,4,Disinfection and sterilization
1786,4834,5/2/2023,1,Safety inspection and compliance check
2619,3067,4/23/2023,6,Replaced worn-out components
2413,783,3/17/2023,3,Preventive maintenance
852,3362,12/13/2023,6,Safety inspection and compliance check
5253,3399,3/26/2023,7,Replaced faulty sensor
2706,11,5/24/2023,9,Preventive maintenance
5740,4940,2/6/2023,2,Verified calibration accuracy
4134,22,2/17/2023,9,Lubricated moving parts
1161,1339,6/23/2023,2,Diagnostic tests and troubleshooting
5535,4563,7/2/2023,7,Replaced worn-out components
2234,1014,6/14/2023,9,Safety inspection and compliance check
3599,3111,2/15/2023,8,Routine inspection and cleaning
5453,1106,11/11/2023,4,Performed software update
642,2300,10/11/2023,2,Lubricated moving parts
3783,4722,2/24/2023,1,Diagnostic tests and troubleshooting
3015,4182,1/24/2023,4,Routine inspection and cleaning
1171,2231,7/20/2023,2,Emergency repair
5182,4758,6/25/2023,8,Checked and tightened loose connections
3512,2499,4/20/2023,3,Lubricated moving parts
3308,2482,8/22/2023,9,Preventive maintenance
3764,2843,11/3/2023,7,Calibrated equipment for accuracy
802,4006,10/21/2023,2,Checked and tightened loose connections
4003,806,2/25/2023,3,Routine inspection and cleaning
2864,3446,11/19/2023,9,Replaced faulty sensor
5607,1705,6/29/2023,7,Safety inspection and compliance check
1800,1078,4/9/2023,4,Replaced worn-out components
4180,3136,11/4/2023,4,Performed software update
1928,1856,3/15/2023,6,Performed software update
1443,724,2/14/2023,8,Performed software update
1276,997,12/26/2023,2,Diagnostic tests and troubleshooting
4818,1371,9/17/2023,8,Replaced worn-out components
1079,1085,6/16/2023,9,Lubricated moving parts
2228,3071,3/9/2023,6,Calibrated equipment for accuracy
575,534,4/19/2023,9,Diagnostic tests and troubleshooting
5923,4158,6/10/2023,9,Lubricated moving parts
3721,4211,1/24/2023,5,Emergency repair
1151,437,2/24/2023,8,Emergency repair
2412,4152,5/21/2023,3,Calibrated equipment for accuracy
4314,2590,11/30/2023,6,Verified calibration accuracy
2071,1937,4/25/2023,8,Replaced faulty sensor
2138,4342,8/26/2023,9,Verified calibration accuracy
1830,1438,8/27/2023,6,Diagnostic tests and troubleshooting
2924,1936,4/27/2023,7,Calibrated equipment for accuracy
931,2121,4/15/2023,7,Routine inspection and cleaning
956,1251,6/25/2023,2,Lubricated moving parts
1365,4288,10/30/2023,5,Routine inspection and cleaning
923,1542,12/26/2023,9,Checked and tightened loose connections
5812,1394,2/22/2023,7,Replaced worn-out components
