License_Number,FirmName,Doing_Business_As: ,Expiration_Date,Work_Phone,Street_Address,City,State,Zipcode
53312,"Jackson Medical Supply, Inc.",Jackson Medical Supply,3/8/2015,(530) 661-7409,604 Main Street,Woodland,CA,95695
53313,"Disabled Mobility Systems, LLC",Better Life Mobility Center,6/3/2015,(619) 474-4072,8130 Parkway Drive,La Mesa,CA,91942
53328,"Sleep & Research Centers of Southern California, LLC",,4/22/2015,(949) 770-0600,"24012 Calle De La Plata, Suite 350",Laguna Hills,CA,92653
53388,Medisphere Inc.,Flash Medical,4/1/2015,(909) 592-4633,"482 W. Arrow Highway, Suite E",San Dimas,CA,91773
53418,Lincare Inc.,,5/5/2015,(530) 841-0503,1530 Lucas Road,Yreka,CA,96097
53481,"180 Medical, Inc.",,4/22/2015,(760) 752-1479,1283 Linda Vista,San Marcos,CA,92078
53507,DME Professional Inc.,Professional Inc.,5/17/2015,(949) 302-3910,"18261 Enterprise Ln., # B",Huntington Beach,CA,92648
53574,Fresno Pharmacy LLC,,4/30/2015,(559) 255-8085,"4917 E. Kings Canyon Rd., Suite # 102",Fresno,CA,93727
53663,"ITC Medical Supplies, Inc.",,5/24/2015,(415) 606-7100,1635 Divisadero # 105,San Francisco,CA,94115
53670,Horizon Oxygen and Medical Equipment Inc.,,5/19/2015,(510) 353-1834,"4037 Clipper Ct., # 7",Fremont,CA,94538
53671,Abundant Healthcare Corp.,Accu Care Home Medical Equipment,5/19/2015,(760) 746-2331,"941 East Valley Pky, # 100",Escondido,CA,92025
53700,"AAA Healthcare Products, Inc.",,4/8/2015,(818) 882-3131,18529 Roscoe Blvd.,Northridge,CA,91324
53702,"Remedy Medical Equipment, Inc.",,4/30/2015,(559) 627-1800,"6743 W. Pershing Ave., Unit A",Visalia,CA,93291
53705,"Schraders Medical Supply, Inc.",,5/26/2015,(909) 447-7040,5507 Brooks Street,Montclair,CA,91763
53722,Central Home Medical Inc.,,5/12/2015,(760) 352-3456,598 Broadway,El Centro,CA,92243
53723,"Venture Dynamic, Inc.",Ability Medical Supplies,6/25/2015,(805) 477-9900,"1868 Palma Dr., Unit G",Ventura,CA,93003
53724,"Braden Partners, L.P.",Pacific Pulmonary Services,6/9/2015,(805) 594-5501,"755 Fiero Lane, Suite G",San Luis Obispo,CA,93401
53753,"We Care Medical Supplies, Inc.",,6/1/2015,(323) 731-7400,2267 W. Washington Blvd.,Los Angeles,CA,90018
53785,Hayward Medical Market,Concord Medical Market,6/7/2015,(925) 682-7722,"3375 Port Chicago Hwy., Suite 45",Concord,CA,94520
53792,Juan C. Cifuentes,People's Care Medical Supply,5/17/2015,(818) 760-2461,10938 Vanowen St.,North Hollywood,CA,91605
53865,"Quality Medical Equipment & Supply, Inc.",,6/22/2015,(818) 396-0255,"1614 Victory Blvd., Suite 105",Glendale,CA,91201
53867,Advanced DME Services,Advanced Homecare,6/7/2015,(800) 758-7571,"27349 Jefferson Ave., #100",Temecula,CA,92590
53265,Ehlers Health Supply,,9/1/2014,(209) 368-8845,217 N. Sacramento St.,Lodi,CA,95240
53869,Joerns LLC,,6/17/2015,(800) 966-6662,19748 Dearborn Street,Chatsworth,CA,91311
53955,"Orange Coast Respiratory Care Services, Inc.",,7/7/2015,(714) 447-0282,1090 North Armando Street,Anaheim,CA,92806
53957,Sizewise Rentals LLC,,7/9/2015,(323) 255-5754,"3235 San Fernando Road, Unit 1F",Los Angeles,CA,90065
53959,Sizewise Rentals LLC,,7/26/2015,(916) 646-1000,"930 Striker Ave., Suite B",Sacramento,CA,95834
53960,"Dependable Medical Equipment, Inc.",Irma Express,6/1/2015,(818) 255-0888,"12547 Sherman Way, # I",North Hollywood,CA,91605
53997,"KCI USA, Inc.",,6/28/2015,(805) 983-7405,"2350 Eastman Avenue, Suite 105",Oxnard,CA,93030
54098,Allstar Medical Supply,,7/26/2014,(925) 932-3100,1930 Mt. Diablo Blvd.,Walnut Creek,CA,94596
54110,Riverside Medical Supply Co.,,7/15/2015,(951) 343-0428,10280 Indiana Ave.,Riverside,CA,92503
54124,"FWL Medical, LLC",,8/31/2015,(805) 896-7594,1109 W. Hwy 246,Buellton,CA,93427
54130,Health Care 21 Family LP,Health Care 21,6/21/2015,(626) 284-8188,"846 W. Valley Blvd., Suite A - B",Alhambra,CA,91803
54170,JBAENS Corporation,Always Available DME,7/22/2015,(925) 689-6887,3532 Clayton Rd.,Concord,CA,94517
54291,Lillian Llamas,Action Medical Products,8/19/2014,(858) 292-9373,7548 Victoria Ct.,San Diego,CA,92114
54292,Taylor Marketing Services,,8/25/2014,(916) 721-7518,"6380 Tupelo Dr., Suite 4",Citrus Heights,CA,95621
54295,Prohealth Medical Supply Inc.,,8/18/2014,(323) 255-3504,"4509 Eagle Rock Blvd., Suite B",Los Angeles,CA,90041
54296,"A & T Medical Equipment, Inc.",Harmony Healthcare Supply,8/25/2014,(626) 462-1400,34 E. Huntington Dr.,Arcadia,CA,91006
54297,Lincare Inc.,,9/16/2015,(760) 961-2066,"13455 Malakai Rd., Suite 6",Apple Valley,CA,92308
54330,Qualium Corp.,CPAP Specialists,8/26/2014,(866) 887-6673,"14981 National Ave., Ste. 1",Los Gatos,CA,95032
54334,"Respicare, Inc.",,8/19/2014,(209) 384-8167,"3337 G Street, Ste. A",Merced,CA,95340
54338,"Braden Partners, L.P.",Pacific Pulmonary Services,8/26/2015,(530) 671-5601,"1100 Garden Highway, Suite # 1500",Yuba City,CA,95991
54341,"Alere Home Monitoring, Inc.",,10/26/2014,(877) 262-4669,"6465 National Drive, Suite B",Livermore,CA,94550
54736,Alcam Medical Inc.,,11/22/2014,(951) 782-7000,3369 Chicago Ave.,Riverside,CA,92507
54389,"Accurate Medical Services, LLC.",,11/2/2014,(714) 771-5826,"1401 N. Batavia, Suite # 102",Orange,CA,92867
63529,"James Consolidated, Inc.",,10/19/2014,(925) 691-5117,"1000 Detroit Ave., Unit R",Concord,Ca,94518
54420,"Brannons Rentals & Sales, Inc.",Brannons Medical,10/7/2014,(831) 899-1200,"1 John St., Ste. B",Sand City,CA,93955
54449,"Rahab and Associates, LLC",Rahab Medical Supply,9/20/2014,(510) 727-9636,826 B Street,Hayward,CA,94541
54454,LCTC Incorporated,All Care Equipment and Supplies / ACES,9/23/2014,(559) 226-2237,"5084 N. Fruit Ave., Suite #105",Fresno,CA,93711
54459,"Bright Rehab Solutions, Inc.",,9/21/2014,(800) 581-9504,"1400 Easton Drive, Ste. # 123",Bakersfield,CA,93309
54485,Comfort Care Enterprises LLC,Comfort Care Providers,9/23/2015,(888) 469-0222,530 N Puente St.,Brea,CA,92821
54535,Apria Healthcare LLC,,10/14/2014,(858) 653-6800,10090 Willow Creek Road,San Diego,CA,92131
54544,"Medical Specialties Distributors, LLC",,11/19/2014,(626) 912-8863,18543-18545 E. Gale,City of Industry,CA,91748
54552,Jackson Medical Supply Inc.,Jackson Medical Supply,10/5/2014,(707) 446-7014,506 Main Street,Vacaville,CA,95688
54553,"Electromed, Inc.",,12/1/2014,(805) 584-2445,"4590 Ish Drive, Suite #150",Simi Valley,CA,93063
54642,Medpac Medical inc.,,11/18/2014,(360) 644-5900,"14623 Hawthorne Blvd., # 308",Lawndale,CA,90260
54649,"Specialized Orthopedic Solutions, Inc.",SOS Medical,12/1/2014,(323) 960-2400,"6851 Canby Street, Suite 102",Reseda,CA,91335
54664,Remedy Medical Supply Inc.,,11/2/2014,(805) 267-1858,"3717 E. Thousand Oaks Blvd., Suite 212",Westlake Village,CA,91362
54667,"Kazak Enterprise, Inc.",Diablo Medical Supply,10/28/2014,(925) 947-6099,1147 Alpine Rd.,Walnut Creek,CA,94596
54673,Novart Oghamian,Nora's Medical Supply,12/1/2014,(818) 507-7070,1018 E. Broadway Ave.,Glendale,CA,91205
54948,Sunrise Respiratory Care,,1/18/2015,(949) 398-6555,"17951 Sky Park Circle, Suite B",Irvine,CA,92614
54682,Dr. Med Inc.,Dr. Pharmacy,12/8/2014,(818) 991-1901,"706 Lindero Canyon Rd., Suite # 776",Oak Park,CA,91377
54683,Butte Therapy Systems,,11/5/2014,(209) 754-0254,620 E. St. Charles,San Andreas,CA,95249
54684,"Omega DME, LLC",,11/17/2014,(858) 748-9600,21977 Mikhail Street,Santa Clarita,CA,91390
54694,"Access Healthcare Services & Supplies, LLC",,11/8/2014,(510) 741-8306,"4175 Lakeside Drive, Suite 130",Richmond,CA,94806
54695,"National Seating & Mobility, Inc.",,12/15/2014,(209) 954-9311,"8026 Lorraine Avenue, Suite 210",Stockton,CA,95210
54703,Compliance Medical Services LLC,"JRE Medical, Inc.",10/5/2014,(805) 577-1101,"25 West Easy St., Ste. # 305",Simi Valley,CA,93065
54790,"Hayward Medical Market, Inc.",,12/13/2014,(510) 537-7722,22656 Foothill Blvd.,Hayward,CA,94541
54805,"Sierra-Pacific Technology, Inc.",Sierra-Pacific Health Supply,12/16/2014,(209) 472-1136,"4873 West Lane, Suite C",Stockton,CA,95210
54835,MJ Medical Incorporated,"MJ Medical, MJ Medical Inc.",3/14/2015,(619) 644-2695,"8893 La Mesa Blvd., Suite E",La Mesa,CA,91941
54899,B & B Medical Services Inc.,,1/6/2015,(530) 274-3100,"1050 Whispering Pines Lane, Ste. A",Grass Valley,CA,95945
54901,American HomePatient Inc.,American HomePatient,1/5/2015,(951) 248-1271,"3763 Arlington Ave., Ste. 104",Riverside,CA,92506
54902,Qualium Corp.,CPAP Specialists,1/18/2015,(866) 887-6673,"1375 Sutter St., # 216",San Francisco,CA,94109
54936,GIMAG Corp,GIMAG Medical Equipment & Supplies,12/23/2014,(925) 273-7700,4175 First Street,Livermore,CA,94551
54940,National Colon Health Center,,2/1/2015,(530) 241-1500,"3310 Churn Creek Rd., Suite A",Redding,CA,96002
54968,"Lifecare Solutions, Inc.",,2/22/2015,(805) 639-0171,"5757 Olivas Park Dr., Suites D & E",Ventura,CA,93003
54964,All Desert Respiratory,High Desert Respiratory,11/5/2014,(661) 974-8009,"42247 12th Street West, #115",Lancaster,CA,93534
54970,"Lifecare Solutions, Inc.",,2/1/2015,(559) 252-0214,"4910 E. Ashlan Ave., Ste. 118",Fresno,CA,93726
54974,"Lifecare Solutions, Inc.",,3/1/2015,(805) 544-2210,"174 Suburban Rd., Ste. 100",San Luis Obispo,CA,93401
54975,"Lifecare Solutions, Inc.",,2/23/2015,(760) 568-3783,"72-216 Northshore St., Ste. 104",Thousand Palms,CA,92276
54977,"Lifecare Solutions, Inc.",,2/28/2015,(760) 245-6763,"12402 Industrial Blvd., Bldg. F,  Ste. 1 & 2",Victorville,CA,92395
54978,"Lifecare Solutions, Inc.",,2/1/2015,(559) 636-0505,7123 W. Pershing Ct.,Visalia,CA,93291
54979,"Lifecare Solutions, Inc.",,2/15/2015,(951) 696-0953,"24335 Prielipp Rd., Ste. 116",Wildomar,CA,92595
54981,"Lifecare Solutions, Inc.",,2/4/2015,(209) 724-9078,"3368 N. State Hwy, 59, Ste. L",Merced,CA,95348
54982,"Lifecare Solutions, Inc.",,1/20/2015,(209) 579-7743,"500 Glass Lane, Ste. H",Modesto,CA,95356
54914,"Lifecare Solutions, Inc.",,2/14/2015,(626) 683-5401,170 N. Daisy Ave.,Pasadena,CA,91107
54985,"Lifecare Solutions, Inc.",,2/1/2015,(858) 565-1800,10119 Carroll Canyon Rd.,San Diego,CA,92131
54986,Ambulatory Care Surg. Ctr. Inc.,Ambulatory Care Sleep Center,12/8/2014,(858) 974-7200,5225 Kearny Villa Way,San Diego,CA,92123
54935,"North Coast Medical, Inc.",,2/1/2015,(408) 776-5000,8100 Camino Arroyo Drive,Gilroy,CA,95020
55053,"Direct Health Medical Center, Inc.",San Diego Spine & Rehab,1/29/2015,(858) 573-0550,"3772 Mission Ave., Suite # 122",Oceanside,CA,92058
55054,"Direct Health Medical Center, Inc.",San Diego Spine & Rehab,1/26/2015,(858) 573-0550,"9610 Granite Ridge Drive, Suite C",San Diego,CA,92123
55072,"Braden Partners, L.P.",Pacific Pulmonary Services,2/3/2015,(760) 736-4284,"2420 Grand Avenue, Suite A",Vista,CA,92081
55076,"Classic Sleepcare, LLC",,2/2/2015,(818) 707-2454,"30851 Agoura Rd., # 202",Agoura Hills,CA,91301
55102,Butte Therapy Systems,,2/2/2015,(530) 671-5144,1695-A Sierra Ave.,Yuba City,CA,95993
55117,"Americare Respiratory Services, Inc.",,3/1/2015,(866) 344-2774,"1920 E Deere St., Suite # 110",Santa Ana,CA,92705
55123,"Special Respiratory Care, Inc",SRC Medical,2/9/2015,(818) 717-8631,18327 Napa St.,Northridge,CA,91325
55142,"M&M Medical Supplies, Inc.",A to Z Medical Supplies & Uniforms,2/24/2015,(650) 758-1320,11 St. Francis Square,Daly City,CA,94015
55152,Abundant Home Care Inc.,,2/16/2015,(858) 748-2288,12545 Kirkham Court,Poway,CA,92064
55153,"Carenet Medical, Inc.",,2/4/2015,(951) 284-0480,"1100 Olympic Drive, # 106",Corona,CA,92881
55154,AR Mobility,,2/10/2015,(714) 841-6360,"16582 Gothard Street, Unit C",Huntington Beach,CA,92647
55155,Joerns LLC,,2/24/2015,(858) 547-4828,"7965 Silverton Avenue, Suite 1312",San Diego,CA,92126
55156,Medcare Health Inc.,Medcare,2/15/2015,(559) 435-7865,1205 11th Street,Reedley,CA,93654
55157,Dinuba Medical Supply,,2/24/2015,(559) 595-0580,301 E. Tulare St.,Dinuba,CA,93618
55217,Definiti Healthcare Management,,3/21/2015,(949) 716-1890,26445 Rancho Parkway South,Lake Forest,CA,92630
55218,"Cindy's DME, Inc.",,3/1/2015,(661) 871-6226,4301 Flintridge Dr.,Bakersfield,CA,93306
55221,"Hospice Solutions, Inc.",Elite Healthcare Partners,3/9/2015,(951) 300-9343,"72056 North Shore, Suite A",Thousand Palms,CA,92276
55223,Apria Healthcare LLC,,4/7/2015,(818) 442-6104,7929 Ruffner Ave.,Van Nuys,CA,91406
55224,"Medical Dynamics Enterprises, Inc.",,4/7/2015,(707) 588-8850,"613 Martin Ave., Suite 100",Rohnert Park,CA,94928
55225,"Good Health, Inc.",Edwin's Prescription Pharmacy,2/16/2015,(818) 761-6131,12500 Burbank Blvd.,Valley Village,CA,90607
55273,Live Well Medical Supplies,Live Well Medical Supplies,3/4/2015,(951) 656-3700,"7338 Sycamore Canyon Blvd., Suite # 1",Riverside,CA,92508
55285,"Hospice Solutions, Inc.",Elite Healthcare Partners,3/16/2015,(951) 300-9343,15330 Cholame,Victorville,CA,92392
55324,"Academy Medical Equipment, Inc.",,3/15/2015,(858) 866-0682,8940 Activity Road Suite K,San Diego,CA,92126
55337,"VerusCare, Inc",,3/8/2015,(530) 273-7996,10120 Alta Sierra Drive,Grass Valley,CA,95949
55425,"Lift & Transfer Specialists, Inc",,5/25/2015,(925) 240-8474,7893 Brentwood Blvd,Brentwood,CA,94513
55427,Ashli Healthcare Inc,,4/29/2015,(888) 831-7977,"323 W. Cromwell Avenue, Suite 117",Fresno,CA,93711
55430,"H&H Drug Stores, Inc",Western Drug Medical Supply,4/14/2015,(209) 931-5200,4674 Waterloo Rd.,Stockton,CA,95215
55507,"West Coast Medical Equipment & Repair, Inc.",,4/12/2015,(818) 837-4330,12843 Foothill Blvd Unit D,Sylmar,ca,91342
55508,"Electronic Waveform Lab, Inc",,4/18/2015,(714) 843-0463,5702 Bolsa Ave.,Huntington Beach,CA,92649
55509,Respiratory Care Plus,,3/22/2015,(559) 252-0100,2594 N Fordham Ave Suite B,Fresno,CA,93727
55523,"Mobility Equipment, Inc.",Independent Mobility Repair,4/7/2015,(209) 751-1680,4067 Calloway Court Unit B6,Stockton,CA,95215
55525,"Fresno Medical Supply, Inc.",,4/14/2015,(559) 221-9911,"3180 E. Shields Ave, Suite #108",Fresno,CA,93726
55526,Pain Medicine Consultants,,4/21/2015,(925) 400-4040,5924 Stoneridge Dr. #102,Pleasanton,CA,94588
55527,Pain Medicine Consultants,,4/27/2015,(415) 878-0255,100 Rowland Way # 200,Novato,CA,94945
55576,Super Care Inc.,,4/14/2015,(860) 206-4880,"1960 Chicago Ave, Suite E-5",Riverside,CA,92507
55591,"Wilbur Home Health Care & Medical Supply, INC",,4/5/2015,(626) 458-1500,415 W. Las Tunas Dr.,San Gabriel,CA,91776
55618,"Custom Rehab Bracing and Medical Supply, LLC",,4/20/2015,(408) 660-0120,721 River Park Dr.,San Jose,CA,95111
55619,"Access Healthcare Services & Supplies, LLC",,5/6/2014,(559) 408-7473,7210 N. Milburn Ave Suite 106,Fresno,CA,93722
55636,P and R Medical Inc,,4/19/2015,(323) 654-9779,7860 Santa Monica Blvd,West Hollywood,CA,90046
55637,Nobel Medical Supplies Inc,,4/18/2015,(951) 842-6021,12362 Perris Blvd,Moreno Valley,CA,92557
55639,"Lifecare Solutions, Inc",,4/21/2015,(626) 960-9600,"1773 W. San Bernardino Rd., Unit 16, 17",West Covina,CA,91790
55640,"Medequip, Inc",,5/27/2015,(949) 443-4414,27 Brookline,Aliso Viejo,CA,92656
55641,ABT Medical Supply Inc,,5/5/2015,(619) 698-6808,4915 Mercury St,San Diego,CA,92111
55642,Progressive Orthopedic Solutions,,4/28/2015,(562) 777-9010,11643 Telegraph Rd,Santa Fe Springs,CA,90670
55643,Med Solutions LLC,,4/25/2015,(925) 634-7791,"8157 Brentwood Blvd, Ste. B",Brentwood,CA,94513
55662,"Medical Distributors, Inc",,6/14/2015,(800) 787-5114,24 Hammond. #C,Irvine,CA,92618
55671,United Health Services,,5/5/2015,(888) 358-1335,"6944 Reseda Blvd, 2nd Floor",Reseda,CA,91335
55706,"Eastside Medical Supply, Inc",,4/20/2015,(661) 272-0004,2720 E Palmdale Blvd Suite 124,Palmdale,CA,93550
55713,Elixair Medical Inc,,4/28/2015,(562) 758-4500,"12035 Burke Street, Unit 13",Santa Fe Springs,CA,90670
55714,Apple West Home Medical Supply,,4/26/2015,(510) 868-9175,4000 Harlan Street,Emeryville,CA,94608
55716,"Braden Partners, L.P.",Pacific Pulmonary Services,5/12/2015,(510) 562-5501,2122 Adams Avenue,San Leandro,CA,94577
55718,"Braden Partners, L.P.",Pacific Pulmonary Services,6/14/2015,(209) 754-4991,"780 Industrial Way, Suite B",San Andreas,CA,95249
55719,"Disabled Mobility Systems, LLC","Better Life Mobility, Center",5/2/2015,(951) 686-3152,7239 Indiana Avenue,Riverside,CA,92504
55721,"Prime Medical Resources, Inc","Prime Orthopedics, Prime Electro Carem Prime Surgical Care",5/3/2015,(800) 555-1051,2529 N Ontario Street,Burbank,CA,91504
55786,"Pacific Medical, Inc",Pacific Medical Prosthetics & Orthotics,5/2/2015,(916) 706-1520,3001 L Street,Sacramento,CA,95816
55787,"Pacific Medical, Inc",Pacific Medical Prosthetics & Orthotics,5/9/2015,(530) 229-0351,"1760 Gold Street, Suite 400",Redding,CA,96001
55895,"Rahab And Associates, LLC",Rahab Medical Supply,6/13/2014,(408) 260-1100,"1080 Saratoga Ave, #2",San Jose,CA,95129
55904,Sigma Supply & Distribution Inc,,6/30/2015,(818) 246-4624,701 W. Harvard St,Glendale,CA,91204
55914,"Medical Home Rehab, Inc",,5/23/2015,(661) 291-1676,"27821 Fremont Court, Unit 10",Valencia,CA,91355
56062,"Kaja Medical Equipment & Supply, Inc.",,7/1/2015,(805) 641-1905,1416 E. Main Street,Ventura,CA,93001
56063,"Electrostim Medical Services, Inc.",EMSI,6/21/2015,(800) 522-8383,"1902 Wright Place, Suite 219",Carlsbad,CA,92008
56065,MobileXpress LLC,,6/10/2015,(559) 681-3218,1215 Railroad Avenue,Clovis,CA,93612
56067,Mobility Plus of CA,,6/20/2015,(209) 552-2244,627 Galaxy Way,Modesto,CA,95356
56071,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,8/15/2014,(209) 722-2440,"1180 W. Olive Avenue, Suite H",Merced,CA,95348-1900
56087,"Hill-Rom Company, Inc.",,6/30/2015,(559) 346-1115,"4140 Bangs Avenue, Unit C",Modesto,CA,95356
56088,"AIC&S, Inc.",American Med Source,8/10/2016,(626) 851-8887,"12961 Ramona Blvd., Suite A",Irwindale,CA,91706
56144,"Tandem Diabetes Care, Inc.",,7/25/2015,(858) 366-6900,"11045 Roselle Street, Suite 200",San Diego,CA,92121
56148,Owens Healthcare - Medical Equipment,,7/12/2014,(530) 252-4065,2690 Main Street,Susanville,CA,96130
56149,Whittier Plaza Pharmacy,The Prescription Shop - Whittier,6/27/2015,(562) 464-6655,"14350 Whittier Boulevard, #103",Whittier,CA,90605
56183,"Pomona Medical Supply, Inc.",,7/12/2015,(909) 623-4378,733 E. Holt Avenue,Pomona,CA,91767
56237,"NorCal Respiratory, Inc.",,8/2/2015,(530) 246-1200,3075 Crossroads Drive,Redding,CA,96003
56239,"Joarder, Inc.",Parvin Medical Supply,7/29/2015,(213) 385-5712,324 S. Alvarado Street,Los Angeles,CA,90057
56240,"Lifecare Solutions, Inc.",,7/25/2015,(661) 947-1139,"190 Sierra Court, Suite B-2",Palmdale,CA,93550
56242,"Ashli Healthcare, Inc.",,7/25/2015,(888) 831-7977,2201 Zeus Court,Bakersfield,CA,93308
56276,"Daedalus Wings, Inc.",,8/10/2014,(415) 278-9662,"2325 3rd Street, #242",San Francisco,CA,94107
56278,California Sleep Solutions,,8/11/2015,(916) 789-0112,"730 Alhambra Blvd., Suite 222",Sacramento,CA,95816
56286,"Lifecare Solutions, Inc.",,8/3/2015,(661) 834-8713,"4308 Resnik Court, Suite 204/205",Bakersfield,CA,93313
56287,"Lifecare Solutions, Inc.",,7/29/2015,(858) 637-6300,"3554 Ruffin Road, Suite #100",San Diego,CA,92123
56288,"Meridian Medical Resourcess, Inc.",Meridian Rehab Care / Meridian Surgical Implants,7/29/2015,(818) 480-1280,"740 W. Mill Street, Suite G",San Bernardino,CA,92410
56296,"Broadway Medical Service & Supply, Inc.",,8/1/2015,(916) 927-4047,"123 Commerce Circle, Suite B",Sacramento,CA,95815
56308,"Mori Medical Equipment, Inc.",,8/18/2014,(760) 659-4200,"1930 Watson Way, Suite P",Vista,CA,92081
56330,Team Makena LLC,,10/3/2014,(310) 215-8170,"6801 Park Terrace Drive, #201",Los Angeles,CA,90045
56348,Lincare Inc.,,8/5/2015,(209) 943-0738,"3727 Metro Drive, Suite A",Stockton,CA,95215
56349,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,8/18/2014,(916) 689-7528,"7601 Hospital Drive, Suite 104B",Sacramento,CA,95823-5408
56350,"International Healthcare Products, Inc.",,8/12/2015,(818) 705-2200,"18625 Sherman Way, Suite 106",Reseda,CA,91335
56395,Redwood Sleep Center,,8/17/2015,(415) 898-0801,"1615 Hill Road, Suite 15 & 16",Novato,CA,94947
56398,"Comfort In Style, Inc.",Arthritis and Back Store,9/1/2014,(818) 788-0977,17285 Ventura Blvd.,Encino,CA,91316
56399,Joerns LLC,,8/23/2015,(800) 966-6662,"4593 Ish Drive, Unit 320",Simi Valley,CA,93063
56490,Respiratory Medical Services,,8/31/2015,(951) 509-0550,7410 Orangewood Drive,Riverside,CA,92504
56508,"Deluxe Medical Supply, LLC",,9/7/2014,(619) 741-5901,8388 Parkway Dr.,La Mesa,CA,91942-2893
56332,Premier Medical Supply,,9/26/2014,(916) 646-1600,"900 W North Market Boulevard, Suite H",Sacramento,CA,95834
56521,"National Seating & Mobility, Inc.",,10/4/2014,(868) 689-7070,"7945 Dunbrook Road, Suites F & G",San Diego,CA,92126-6323
56540,Robinson's Medical Equipment & Supplies,,9/27/2014,(530) 622-4132,1261 Broadway,Placerville,CA,95667
56543,Good Health Inc,Tommie's Medical Center Pharmacy,10/14/2014,(714) 993-9370,1041 E Yorba Linda Blvd #209,Placentia,CA,92870
56569,"Sleep Data Holdings, LLC.",Sleep Data,10/4/2014,(619) 299-6299,"4420 Hotel Circle Ct., Suite 240",San Diego,CA,92108
56570,Baypoint Medical Supply Company,,9/30/2014,(510) 623-1065,"4432 Enterprise Street, Suite I",Fremont,CA,94538
56573,"Elegant Medical Supply, Inc.",,10/3/2014,(818) 830-2445,15434 Devonshire Street,Mission Hills,CA,91345
56580,"Sleep Data Holdings, LLC.",Sleep Data,10/4/2014,(619) 299-6299,"3156 Vista Way, Suite 150",Oceanside,CA,92056
56659,"Reliable Medical Supply, LLC.",,10/6/2014,(323) 651-9822,"454 S. Robertson Blvd., #D-1",Los Angeles,CA,90048
56668,"360 Medical Supply, LLC.",,10/20/2014,(888) 360-0288,"828 San Pablo Avenue, Suite B",Pinole,CA,94564
56712,Ehlers Health Supply,,10/24/2014,(209) 476-0812,611 West Grider Way,Stockton,CA,95210
56761,"DME Solutions, Inc.",ACI Medical Supplies,12/15/2014,(805) 347-7717,625 E. Main Street,Santa Maria,CA,93454
56778,"WBC Group, LLC",Meyer Distributing Company / Milliken Medical,11/4/2014,(909) 937-6084,"895 S. Rockefeller, Suites 105 & 106",Ontario,CA,91761
56787,"Cole Medical, Inc.",,12/5/2014,(310) 963-6943,720 W. Broadway,Glendale,CA,91204
56789,"Ardmore Medical Supply, Inc.",,10/24/2014,(213) 382-6525,"3663 W. 6th Street, Suite 108",Los Angeles,CA,90020
56818,Diamond Medical Equipment,Wayne D. Walz,12/22/2014,(714) 285-0999,"999 N. Tustin Avenue, Suite 23",Santa Ana,CA,92705
56839,"J. Greenburg DDS., Inc.",Snore No More,12/2/2014,(818) 205-1122,"5363 Balboa Blvd., Suite #245",Encino,CA,91316
56841,"Dynamic Medical Systems, LLC.",,11/3/2014,(916) 332-5150,"3355 Myrtle Avenue, Suite 255",North Highlands,CA,95660
56844,"Dynamic Medical Systems, LLC.",,11/18/2014,(858) 271-0964,"7935 Dunbrook Rd., Suite H",San Diego,CA,92126
56846,"Dynamic Medical Systems, LLC.",,11/9/2014,(310) 928-0251,2811 E. Ana Street,Rancho Dominguez,CA,90221
56832,"CoolSystems, Inc.",Game Ready,12/2/2014,(888) 426-3732,"5165 Commercial Circle, Suite B",Concord,CA,94520
56834,"CoolSystems, Inc.",Game Ready,12/2/2014,(888) 426-3732,"1800 Sutter Street, Suite 500",Concord,CA,94520
56862,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,11/14/2014,(209) 835-2280,"1851 E. Paradise Road, Suite B",Tracy,CA,95304
56863,"Pacific Medical, Inc.",Pacific Medical Prosthetics & Orthotics,11/4/2014,(831) 998-7729,"420 E. Romie Lane, Suite C",Salinas,CA,93901
56879,"Alliant Sleep, LLC",American Sleep Centers,1/4/2015,(909) 987-3100,"9439 Archibald Avenue, Suite 105",Rancho Cucamonga,CA,91730
56969,"LifeCare Solutions, Inc.",,12/13/2014,(800) 853-5510,"1037 North Market Blvd., Suite #2",Sacramento,CA,95834
56951,"Wellness Medical Equipment and Supplies, LLC.",,12/8/2014,(714) 868-8544,7961 Valley View Street,La Palma,CA,90623
56949,Triad Medical Group,Triad Medical Supply,12/9/2014,(619) 469-4421,"5346 Jackson Drive, Suite B",La Mesa,CA,91942
56971,Respiratory Solutions,Patient Care Medical,12/21/2014,(949) 398-8700,"18 Technology, Suite 165",Irvine,CA,92618
56135,"Breg, Inc.",,12/22/2014,(760) 795-5440,2885 Loker Avenue East,Carlsbad,CA,92010
57008,"Lincare, Inc.",,12/8/2014,(858) 292-5201,"5780 Chesapeake Court, Suite 2",San Diego,CA,92123
57042,"OPI Medical Supplies, Inc.",,12/5/2014,(714) 964-0350,17971 Euclid Street,Fountain Valley,CA,92708
57047,"Delta Medical Services, Inc.",,1/5/2015,(714) 892-7404,"14600 Golden West Street, Suite 201A",Westminister,CA,92683
57049,"All City Sleep Center, LLC",Westlake Sleep Center,1/3/2015,(650) 757-4813,"341 Westlake Center, Suite 250",Daly City,CA,94015
57061,Joerns LLC,,1/23/2015,(510) 895-8892,14492 Wicks Blvd,San Leandro,CA,94577
